<><><><><><><><> 
Begin: 13-Mar-2014 10:57:04 
0.583 2.123 2.123 
0.318 1.879 1.879 
0.834 2.678 2.678 
0.284 0.956 0.956 
0.434 1.691 1.691 
0.399 1.909 1.909 
0.633 1.571 1.571 
0.284 1.666 1.666 
0.533 0.824 0.824 
0.284 2.128 2.128 
0.300 1.240 1.240 
0.834 0.849 0.849 
0.434 2.252 2.252 
0.685 1.898 1.898 
0.967 1.508 1.508 
0.550 2.165 2.165 
0.766 1.534 1.534 
0.818 2.858 2.858 
0.551 1.402 1.402 
0.734 1.700 1.700 
0.284 1.439 1.439 
0.952 1.132 1.132 
0.351 1.197 1.197 
0.417 2.797 2.797 
0.834 0.837 0.837 
0.600 2.645 2.645 
0.818 1.545 1.545 
0.518 1.307 1.307 
0.417 2.356 2.356 
0.234 1.114 1.114 
0.735 1.094 1.094 
0.551 2.723 2.723 
0.568 1.257 1.257 
0.684 2.258 2.258 
0.250 2.649 2.649 
0.451 2.125 2.125 
0.818 2.159 2.159 
0.768 2.003 2.003 
0.301 1.558 1.558 
0.300 1.723 1.723 
0.283 0.851 0.851 
0.217 1.619 1.619 
0.534 1.716 1.716 
0.734 1.595 1.595 
0.784 1.554 1.554 
0.633 1.407 1.407 
0.283 1.402 1.402 
0.701 2.163 2.163 
0.300 1.257 1.257 
0.317 1.227 1.227 
0.285 2.748 2.748 
0.318 3.078 3.078 
0.334 3.993 5.998 
0.367 2.150 2.150 
0.450 2.066 2.066 
0.450 1.231 1.231 
0.383 1.245 1.245 
0.400 2.754 2.754 
0.919 2.873 2.873 
0.766 1.974 1.974 
0.652 2.225 2.225 
0.351 0.894 0.894 
0.368 1.362 1.362 
0.267 2.953 2.953 
0.934 1.679 1.679 
0.767 1.895 1.895 
0.651 1.748 1.748 
0.450 2.230 2.230 
0.333 1.597 1.597 
0.701 2.818 2.818 
1.001 1.510 1.510 
0.334 1.113 1.113 
0.417 1.344 1.344 
0.517 1.545 1.545 
0.267 2.129 2.129 
0.751 2.873 2.873 
0.533 1.486 1.486 
0.984 2.519 2.519 
0.518 2.154 2.154 
0.701 1.152 1.152 
0.334 0.952 0.952 
0.517 1.478 1.478 
0.333 2.311 2.311 
0.816 2.923 2.923 
0.901 0.899 0.899 
0.484 2.160 2.160 
0.752 1.298 1.298 
0.433 1.872 1.872 
0.634 2.815 2.815 
0.868 1.208 1.208 
0.684 1.996 1.996 
0.467 1.425 1.425 
0.451 2.279 2.279 
0.567 1.151 1.151 
0.534 1.128 1.128 
0.484 2.904 2.904 
0.652 3.276 3.276 
0.801 1.402 1.402 
0.534 1.581 1.581 
0.551 2.386 2.386 
0.300 2.988 2.988 
0.218 0.718 0.718 
0.433 1.571 1.571 
0.450 1.853 1.853 
0.734 2.670 2.670 
0.968 1.040 1.040 
0.951 1.702 1.702 
0.568 3.443 3.443 
0.401 2.751 2.751 
0.818 1.365 1.365 
0.817 1.650 1.650 
0.801 1.894 1.894 
0.800 3.110 3.110 
0.283 1.954 1.954 
0.752 2.218 2.218 
0.567 1.397 1.397 
0.368 1.518 1.518 
0.284 2.097 2.097 
0.868 1.225 1.225 
0.350 1.796 1.796 
0.334 1.664 1.664 
0.734 2.133 2.133 
0.918 2.820 2.820 
0.618 1.332 1.332 
0.766 2.285 2.285 
0.333 1.795 1.795 
0.968 2.250 2.250 
0.634 1.642 1.642 
0.751 2.873 2.873 
<><><><><><><><> 
Response (Std deviation):  2.11 
RT (mean):  1.88 
Consistency:  0.86 
<><><><><><><><> 
End: 13-Mar-2014 11:07:00 
