<><><><><><><><> 
Begin: 13-Mar-2014 11:07:52 
0.584 1.221 1.221 
0.317 3.131 3.131 
0.834 3.994 4.169 
0.284 1.498 1.498 
0.434 1.379 1.379 
0.400 1.391 1.391 
0.634 2.122 2.122 
0.283 0.835 0.835 
0.533 0.701 0.701 
0.284 2.265 2.265 
0.300 1.782 1.782 
0.834 3.282 3.282 
0.434 1.475 1.475 
0.685 1.231 1.231 
0.983 1.212 1.212 
0.550 0.952 0.952 
0.751 1.753 1.753 
0.817 2.289 2.289 
0.551 1.163 1.163 
0.734 1.560 1.560 
0.299 1.344 1.344 
0.952 2.016 2.016 
0.350 2.173 2.173 
0.417 2.407 2.407 
0.834 2.758 2.758 
0.601 1.482 1.482 
0.818 2.173 2.173 
0.518 1.476 1.476 
0.418 2.932 2.932 
0.234 2.135 2.135 
0.735 0.807 0.807 
0.554 0.947 0.947 
0.568 1.473 1.473 
0.684 2.252 2.252 
0.251 1.127 1.127 
0.451 2.909 2.909 
0.818 1.804 1.804 
0.768 1.311 1.311 
0.301 1.069 1.069 
0.300 1.456 1.456 
0.283 2.475 2.475 
0.216 3.671 3.671 
0.534 1.210 1.210 
0.734 1.443 1.443 
0.785 3.060 3.060 
0.634 1.212 1.212 
0.283 0.696 0.696 
0.717 1.911 1.911 
0.300 3.224 3.224 
0.317 3.988 4.064 
0.283 2.622 2.622 
0.318 2.432 2.432 
0.334 1.648 1.648 
0.367 1.950 1.950 
0.450 1.486 1.486 
0.451 2.696 2.696 
0.384 2.377 2.377 
0.400 1.295 1.295 
0.918 2.206 2.206 
0.767 2.733 2.733 
0.651 1.508 1.508 
0.350 1.485 1.485 
0.368 0.972 0.972 
0.266 1.435 1.435 
0.935 1.712 1.712 
0.768 2.862 2.862 
0.651 1.368 1.368 
0.450 1.011 1.011 
0.334 1.179 1.179 
0.701 3.815 3.815 
1.001 1.224 1.224 
0.333 1.231 1.231 
0.417 1.321 1.321 
0.517 1.180 1.180 
0.268 2.198 2.198 
0.751 1.763 1.763 
0.518 1.256 1.256 
0.984 1.645 1.645 
0.517 2.000 2.000 
0.701 1.247 1.247 
0.333 1.020 1.020 
0.517 1.439 1.439 
0.334 2.875 2.875 
0.817 1.293 1.293 
0.901 1.618 1.618 
0.483 1.239 1.239 
0.751 1.077 1.077 
0.434 1.400 1.400 
0.634 2.689 2.689 
0.868 3.049 3.049 
0.684 1.934 1.934 
0.468 1.589 1.589 
0.450 3.089 3.089 
0.567 1.908 1.908 
0.550 2.679 2.679 
0.484 3.961 3.961 
0.652 1.453 1.453 
0.801 1.197 1.197 
0.551 1.023 1.023 
0.551 1.190 1.190 
0.300 1.401 1.401 
0.218 1.151 1.151 
0.433 1.384 1.384 
0.451 0.877 0.877 
0.734 3.495 3.495 
0.967 1.292 1.292 
0.951 1.320 1.320 
0.568 2.221 2.221 
0.400 1.230 1.230 
0.817 1.430 1.430 
0.817 1.698 1.698 
0.801 1.554 1.554 
0.801 3.146 3.146 
0.283 1.157 1.157 
0.750 2.401 2.401 
0.583 1.154 1.154 
0.367 2.240 2.240 
0.284 1.711 1.711 
0.868 1.211 1.211 
0.350 2.031 2.031 
0.334 1.211 1.211 
0.735 1.676 1.676 
0.918 1.817 1.817 
0.617 1.779 1.779 
0.769 2.798 2.798 
0.333 0.825 0.825 
0.968 2.073 2.073 
0.634 3.079 3.079 
0.751 1.221 1.221 
<><><><><><><><> 
Response (Std deviation):  2.02 
RT (mean):  1.83 
Consistency:  0.91 
<><><><><><><><> 
End: 13-Mar-2014 11:17:33 
