<><><><><><><><> 
Begin: 04-Mar-2014 15:05:02 
0.584 0.870 0.870 
0.317 0.932 0.932 
0.834 1.359 1.359 
0.284 1.378 1.378 
0.434 0.896 0.896 
0.400 1.003 1.003 
0.634 1.925 1.925 
0.283 1.781 1.781 
0.534 1.087 1.087 
0.284 1.502 1.502 
0.300 1.075 1.075 
0.835 1.728 1.728 
0.434 1.423 1.423 
0.684 0.750 0.750 
0.968 1.482 1.482 
0.551 1.709 1.709 
0.766 2.457 2.457 
0.818 1.044 1.044 
0.551 2.290 2.290 
0.734 1.417 1.417 
0.283 1.138 1.138 
0.951 1.754 1.754 
0.350 1.481 1.481 
0.417 1.694 1.694 
0.850 0.891 0.891 
0.600 0.685 0.685 
0.818 1.057 1.057 
0.517 0.987 0.987 
0.417 1.073 1.073 
0.234 1.798 1.798 
0.735 1.639 1.639 
0.551 0.703 0.703 
0.567 2.001 2.001 
0.684 1.357 1.357 
0.251 1.857 1.857 
0.451 1.130 1.130 
0.818 0.932 0.932 
0.768 1.276 1.276 
0.301 0.919 0.919 
0.301 1.359 1.359 
0.283 1.230 1.230 
0.216 1.152 1.152 
0.534 0.827 0.827 
0.733 1.288 1.288 
0.784 0.786 0.786 
0.634 0.823 0.823 
0.300 0.878 0.878 
0.717 0.799 0.799 
0.300 0.984 0.984 
0.317 1.662 1.662 
0.284 1.220 1.220 
0.318 1.341 1.341 
0.334 0.730 0.730 
0.367 0.730 0.730 
0.451 0.874 0.874 
0.450 1.325 1.325 
0.384 1.271 1.271 
0.401 0.922 0.922 
0.917 0.848 0.848 
0.767 1.420 1.420 
0.651 0.933 0.933 
0.351 0.695 0.695 
0.368 1.794 1.794 
0.267 1.248 1.248 
0.934 0.974 0.974 
0.767 1.298 1.298 
0.650 1.563 1.563 
0.450 1.150 1.150 
0.334 0.914 0.914 
0.701 1.270 1.270 
1.001 0.710 0.710 
0.334 0.705 0.705 
0.417 1.197 1.197 
0.518 0.882 0.882 
0.266 1.035 1.035 
0.751 1.049 1.049 
0.534 1.750 1.750 
0.985 1.107 1.107 
0.518 1.392 1.392 
0.701 1.440 1.440 
0.333 0.840 0.840 
0.517 1.121 1.121 
0.334 2.165 2.165 
0.817 1.054 1.054 
0.901 1.673 1.673 
0.484 1.068 1.068 
0.751 1.177 1.177 
0.434 0.971 0.971 
0.633 0.735 0.735 
0.868 2.143 2.143 
0.685 0.801 0.801 
0.468 1.641 1.641 
0.450 1.066 1.066 
0.568 0.768 0.768 
0.549 1.070 1.070 
0.484 1.007 1.007 
0.650 1.161 1.161 
0.801 0.838 0.838 
0.550 1.174 1.174 
0.551 1.077 1.077 
0.301 0.971 0.971 
0.217 1.148 1.148 
0.434 1.415 1.415 
0.450 1.218 1.218 
0.734 0.863 0.863 
0.967 0.849 0.849 
0.951 1.425 1.425 
0.568 0.961 0.961 
0.400 1.199 1.199 
0.816 0.937 0.937 
0.817 0.782 0.782 
0.801 1.081 1.081 
0.800 1.643 1.643 
0.284 1.411 1.411 
0.751 1.030 1.030 
0.584 1.084 1.084 
0.368 1.285 1.285 
0.284 1.709 1.709 
0.868 1.814 1.814 
0.350 0.826 0.826 
0.334 0.742 0.742 
0.733 2.085 2.085 
0.918 1.074 1.074 
0.618 0.849 0.849 
0.768 0.587 0.587 
0.334 1.252 1.252 
0.967 1.775 1.775 
0.634 1.022 1.022 
0.751 0.796 0.796 
<><><><><><><><> 
Response (Std deviation):  2.27 
RT (mean):  1.18 
Consistency:  0.95 
<><><><><><><><> 
End: 04-Mar-2014 15:12:06 
