<><><><><><><><> 
Begin: 03-Mar-2014 13:35:22 
0.583 1.689 1.689 
0.333 2.186 2.186 
0.834 0.861 0.861 
0.284 1.036 1.036 
0.433 2.637 2.637 
0.400 0.881 0.881 
0.634 1.212 1.212 
0.283 3.202 3.202 
0.534 2.086 2.086 
0.284 2.272 2.272 
0.300 1.797 1.797 
0.835 1.735 1.735 
0.434 1.269 1.269 
0.685 0.998 0.998 
0.968 0.883 0.883 
0.551 3.762 3.762 
0.767 1.267 1.267 
0.818 1.778 1.778 
0.551 1.726 1.726 
0.734 1.621 1.621 
0.283 1.061 1.061 
0.952 0.874 0.874 
0.350 1.033 1.033 
0.417 1.228 1.228 
0.835 1.919 1.919 
0.601 1.513 1.513 
0.818 1.516 1.516 
0.517 1.094 1.094 
0.416 0.730 0.730 
0.234 1.301 1.301 
0.735 1.944 1.944 
0.551 2.790 2.790 
0.568 0.776 0.776 
0.684 0.913 0.913 
0.250 1.019 1.019 
0.451 0.934 0.934 
0.818 1.087 1.087 
0.767 0.716 0.716 
0.301 1.120 1.120 
0.300 1.014 1.014 
0.284 0.647 0.647 
0.217 0.730 0.730 
0.534 0.870 0.870 
0.734 0.874 0.874 
0.783 2.709 2.709 
0.633 1.111 1.111 
0.285 1.311 1.311 
0.717 0.854 0.854 
0.300 1.593 1.593 
0.317 0.892 0.892 
0.283 0.624 0.624 
0.317 0.874 0.874 
0.333 2.362 2.362 
0.366 1.400 1.400 
0.452 1.051 1.051 
0.451 2.197 2.197 
0.384 2.051 2.051 
0.401 0.667 0.667 
0.918 3.650 3.650 
0.768 1.054 1.054 
0.651 0.778 0.778 
0.351 1.012 1.012 
0.367 1.162 1.162 
0.267 1.113 1.113 
0.934 3.425 3.425 
0.768 1.550 1.550 
0.650 1.127 1.127 
0.450 1.749 1.749 
0.334 1.046 1.046 
0.701 1.243 1.243 
1.001 1.014 1.014 
0.333 1.840 1.840 
0.417 1.135 1.135 
0.518 0.870 0.870 
0.268 1.023 1.023 
0.751 0.901 0.901 
0.533 0.741 0.741 
0.984 2.641 2.641 
0.517 0.924 0.924 
0.701 1.056 1.056 
0.333 1.307 1.307 
0.501 1.547 1.547 
0.334 0.842 0.842 
0.817 1.103 1.103 
0.901 0.805 0.805 
0.483 1.700 1.700 
0.751 2.198 2.198 
0.434 2.017 2.017 
0.634 1.491 1.491 
0.868 1.860 1.860 
0.684 0.720 0.720 
0.467 1.269 1.269 
0.450 1.585 1.585 
0.567 1.423 1.423 
0.534 1.003 1.003 
0.484 1.236 1.236 
0.650 0.744 0.744 
0.801 3.989 4.221 
0.551 1.057 1.057 
0.551 0.789 0.789 
0.301 1.033 1.033 
0.217 0.667 0.667 
0.434 0.883 0.883 
0.450 1.070 1.070 
0.734 0.850 0.850 
0.968 1.385 1.385 
0.951 1.075 1.075 
0.567 2.890 2.890 
0.400 0.993 0.993 
0.818 1.332 1.332 
0.817 1.201 1.201 
0.801 0.923 0.923 
0.802 2.189 2.189 
0.284 1.637 1.637 
0.751 0.804 0.804 
0.568 1.544 1.544 
0.367 0.835 0.835 
0.284 0.779 0.779 
0.867 0.799 0.799 
0.350 1.122 1.122 
0.334 0.834 0.834 
0.734 1.413 1.413 
0.918 0.862 0.862 
0.617 3.998 4.904 
0.768 1.309 1.309 
0.333 1.990 1.990 
0.967 0.954 0.954 
0.634 0.936 0.936 
0.751 0.790 0.790 
<><><><><><><><> 
Response (Std deviation):  2.61 
RT (mean):  1.51 
Consistency:  0.84 
<><><><><><><><> 
End: 03-Mar-2014 13:43:47 
