<><><><><><><><> 
Begin: 26-Feb-2014 12:45:09 
0.585 1.505 1.505 
0.316 0.902 0.902 
0.834 0.805 0.805 
0.284 0.649 0.649 
0.434 1.155 1.155 
0.400 1.233 1.233 
0.634 0.542 0.542 
0.283 1.475 1.475 
0.533 0.623 0.623 
0.284 0.931 0.931 
0.300 1.092 1.092 
0.835 1.224 1.224 
0.433 0.901 0.901 
0.685 0.756 0.756 
0.968 1.404 1.404 
0.552 0.904 0.904 
0.751 0.718 0.718 
0.818 1.094 1.094 
0.551 0.824 0.824 
0.734 1.024 1.024 
0.284 1.093 1.093 
0.951 1.180 1.180 
0.350 1.242 1.242 
0.417 0.855 0.855 
0.850 1.366 1.366 
0.600 1.598 1.598 
0.818 0.935 0.935 
0.517 0.993 0.993 
0.418 1.175 1.175 
0.235 1.070 1.070 
0.735 1.137 1.137 
0.551 0.857 0.857 
0.568 0.779 0.779 
0.684 0.888 0.888 
0.251 0.746 0.746 
0.451 1.405 1.405 
0.818 1.034 1.034 
0.768 0.662 0.662 
0.300 0.793 0.793 
0.300 0.925 0.925 
0.284 1.731 1.731 
0.217 0.842 0.842 
0.550 1.474 1.474 
0.734 1.409 1.409 
0.784 1.405 1.405 
0.633 0.875 0.875 
0.285 1.351 1.351 
0.702 1.078 1.078 
0.301 1.351 1.351 
0.317 1.585 1.585 
0.283 1.140 1.140 
0.316 1.145 1.145 
0.334 0.817 0.817 
0.367 0.877 0.877 
0.451 0.898 0.898 
0.451 1.867 1.867 
0.384 1.265 1.265 
0.401 1.502 1.502 
0.918 1.382 1.382 
0.768 0.204 0.204 
0.651 1.041 1.041 
0.350 1.148 1.148 
0.366 1.664 1.664 
0.267 0.911 0.911 
0.935 0.913 0.913 
0.767 1.015 1.015 
0.651 1.555 1.555 
0.451 0.924 0.924 
0.334 1.381 1.381 
0.701 1.657 1.657 
1.001 1.210 1.210 
0.333 1.522 1.522 
0.417 1.501 1.501 
0.518 1.394 1.394 
0.267 1.643 1.643 
0.751 0.735 0.735 
0.516 0.819 0.819 
0.985 1.459 1.459 
0.517 1.222 1.222 
0.700 1.297 1.297 
0.334 1.319 1.319 
0.517 1.253 1.253 
0.333 0.855 0.855 
0.817 0.848 0.848 
0.901 1.475 1.475 
0.484 1.691 1.691 
0.750 0.877 0.877 
0.433 1.229 1.229 
0.633 1.478 1.478 
0.869 1.562 1.562 
0.684 1.532 1.532 
0.467 1.502 1.502 
0.450 1.318 1.318 
0.568 1.630 1.630 
0.534 1.249 1.249 
0.485 1.208 1.208 
0.651 1.091 1.091 
0.801 0.891 0.891 
0.550 0.923 0.923 
0.551 0.767 0.767 
0.301 0.900 0.900 
0.217 1.091 1.091 
0.434 0.850 0.850 
0.450 0.964 0.964 
0.734 1.128 1.128 
0.967 1.229 1.229 
0.950 0.719 0.719 
0.566 1.170 1.170 
0.400 1.028 1.028 
0.818 0.860 0.860 
0.818 0.718 0.718 
0.801 1.139 1.139 
0.801 1.188 1.188 
0.284 0.796 0.796 
0.751 0.814 0.814 
0.583 0.696 0.696 
0.367 0.999 0.999 
0.284 1.100 1.100 
0.868 0.708 0.708 
0.350 0.646 0.646 
0.334 1.065 1.065 
0.735 1.227 1.227 
0.918 0.840 0.840 
0.617 0.775 0.775 
0.768 1.056 1.056 
0.334 0.967 0.967 
0.968 1.558 1.558 
0.634 1.115 1.115 
0.750 1.073 1.073 
<><><><><><><><> 
Response (Std deviation):  2.47 
RT (mean):  1.12 
Consistency:  0.93 
<><><><><><><><> 
End: 26-Feb-2014 12:52:01 
