<><><><><><><><> 
Begin: 26-Feb-2014 12:36:13 
0.585 0.962 0.962 
0.317 0.731 0.731 
0.834 0.815 0.815 
0.284 1.260 1.260 
0.434 0.562 0.562 
0.401 1.252 1.252 
0.634 1.115 1.115 
0.283 1.010 1.010 
0.533 0.959 0.959 
0.284 0.675 0.675 
0.300 1.428 1.428 
0.835 1.735 1.735 
0.434 1.179 1.179 
0.684 0.995 0.995 
0.983 1.523 1.523 
0.551 1.326 1.326 
0.767 0.650 0.650 
0.817 1.388 1.388 
0.551 1.534 1.534 
0.734 1.402 1.402 
0.284 1.324 1.324 
0.952 1.837 1.837 
0.350 1.585 1.585 
0.417 2.182 2.182 
0.850 1.002 1.002 
0.601 2.109 2.109 
0.817 1.863 1.863 
0.517 0.863 0.863 
0.417 0.836 0.836 
0.233 0.933 0.933 
0.735 1.058 1.058 
0.551 0.705 0.705 
0.568 1.370 1.370 
0.684 1.901 1.901 
0.250 0.945 0.945 
0.451 1.600 1.600 
0.818 0.765 0.765 
0.767 1.518 1.518 
0.301 1.088 1.088 
0.301 1.009 1.009 
0.283 0.901 0.901 
0.217 1.145 1.145 
0.550 0.817 0.817 
0.734 1.206 1.206 
0.785 1.465 1.465 
0.634 1.897 1.897 
0.283 1.492 1.492 
0.701 1.446 1.446 
0.300 1.743 1.743 
0.317 1.338 1.338 
0.284 2.260 2.260 
0.318 1.916 1.916 
0.334 0.900 0.900 
0.367 2.077 2.077 
0.450 1.411 1.411 
0.451 1.286 1.286 
0.383 1.080 1.080 
0.401 1.764 1.764 
0.917 1.678 1.678 
0.768 0.717 0.717 
0.651 0.743 0.743 
0.350 1.251 1.251 
0.368 1.253 1.253 
0.267 1.082 1.082 
0.936 2.296 2.296 
0.767 1.633 1.633 
0.651 0.719 0.719 
0.452 0.887 0.887 
0.332 0.989 0.989 
0.701 0.780 0.780 
1.001 1.325 1.325 
0.333 0.518 0.518 
0.417 1.352 1.352 
0.518 1.249 1.249 
0.267 0.071 0.071 
0.751 1.613 1.613 
0.518 1.320 1.320 
0.985 1.038 1.038 
0.533 1.374 1.374 
0.701 0.929 0.929 
0.334 0.831 0.831 
0.501 1.437 1.437 
0.334 1.111 1.111 
0.817 0.985 0.985 
0.901 1.208 1.208 
0.483 1.108 1.108 
0.751 1.562 1.562 
0.434 1.087 1.087 
0.634 1.016 1.016 
0.869 1.660 1.660 
0.685 1.043 1.043 
0.467 0.672 0.672 
0.450 0.901 0.901 
0.568 1.910 1.910 
0.534 1.211 1.211 
0.484 0.863 0.863 
0.651 1.488 1.488 
0.801 1.509 1.509 
0.550 1.788 1.788 
0.551 1.533 1.533 
0.301 1.276 1.276 
0.217 1.366 1.366 
0.434 0.911 0.911 
0.450 1.337 1.337 
0.734 0.658 0.658 
0.968 1.656 1.656 
0.951 0.829 0.829 
0.567 1.516 1.516 
0.400 1.092 1.092 
0.817 1.426 1.426 
0.817 1.574 1.574 
0.801 0.680 0.680 
0.800 0.955 0.955 
0.284 0.617 0.617 
0.751 1.270 1.270 
0.566 1.146 1.146 
0.367 1.572 1.572 
0.282 1.394 1.394 
0.868 2.218 2.218 
0.351 1.552 1.552 
0.334 0.818 0.818 
0.735 1.811 1.811 
0.918 1.823 1.823 
0.617 0.790 0.790 
0.767 0.601 0.601 
0.333 1.045 1.045 
0.968 1.170 1.170 
0.633 0.632 0.632 
0.751 0.704 0.704 
<><><><><><><><> 
Response (Std deviation):  2.53 
RT (mean):  1.14 
Consistency:  0.87 
<><><><><><><><> 
End: 26-Feb-2014 12:43:08 
