<><><><><><><><> 
Begin: 04-Mar-2014 18:02:34 
0.583 0.982 0.982 
0.317 0.948 0.948 
0.834 1.013 1.013 
0.284 1.075 1.075 
0.434 1.250 1.250 
0.401 1.215 1.215 
0.633 1.332 1.332 
0.284 0.812 0.812 
0.534 1.149 1.149 
0.284 1.187 1.187 
0.300 1.214 1.214 
0.834 2.029 2.029 
0.434 0.813 0.813 
0.684 1.007 1.007 
0.967 1.054 1.054 
0.552 0.973 0.973 
0.751 0.850 0.850 
0.817 1.232 1.232 
0.552 1.257 1.257 
0.733 0.899 0.899 
0.284 0.945 0.945 
0.951 0.779 0.779 
0.351 0.768 0.768 
0.417 0.696 0.696 
0.834 0.620 0.620 
0.600 1.027 1.027 
0.819 0.998 0.998 
0.517 1.239 1.239 
0.418 0.947 0.947 
0.234 1.215 1.215 
0.734 1.536 1.536 
0.551 1.518 1.518 
0.568 0.730 0.730 
0.700 0.665 0.665 
0.251 0.752 0.752 
0.451 0.755 0.755 
0.818 0.695 0.695 
0.767 1.557 1.557 
0.300 1.143 1.143 
0.300 0.913 0.913 
0.283 1.069 1.069 
0.216 1.387 1.387 
0.550 0.907 0.907 
0.734 0.767 0.767 
0.784 0.812 0.812 
0.633 0.729 0.729 
0.284 0.968 0.968 
0.716 1.866 1.866 
0.300 0.951 0.951 
0.317 2.180 2.180 
0.284 1.002 1.002 
0.317 0.781 0.781 
0.333 0.711 0.711 
0.367 2.306 2.306 
0.450 1.070 1.070 
0.451 0.828 0.828 
0.384 0.961 0.961 
0.400 1.140 1.140 
0.919 0.972 0.972 
0.768 0.837 0.837 
0.651 1.343 1.343 
0.351 1.034 1.034 
0.368 0.686 0.686 
0.268 0.867 0.867 
0.936 0.795 0.795 
0.768 0.578 0.578 
0.650 0.639 0.639 
0.451 0.693 0.693 
0.334 0.846 0.846 
0.701 0.634 0.634 
1.001 0.722 0.722 
0.333 0.791 0.791 
0.417 1.482 1.482 
0.517 0.818 0.818 
0.268 0.711 0.711 
0.750 0.978 0.978 
0.518 0.973 0.973 
0.984 0.768 0.768 
0.517 0.898 0.898 
0.701 0.771 0.771 
0.333 1.073 1.073 
0.517 1.094 1.094 
0.333 0.968 0.968 
0.818 0.979 0.979 
0.901 1.219 1.219 
0.484 0.012 0.012 
0.751 0.011 0.011 
0.434 1.897 1.897 
0.633 1.046 1.046 
0.869 1.891 1.891 
0.685 0.744 0.744 
0.467 0.900 0.900 
0.447 0.118 0.118 
0.567 0.060 0.060 
0.535 0.011 0.011 
0.483 0.035 0.035 
0.651 0.670 0.670 
0.801 0.791 0.791 
0.550 0.961 0.961 
0.551 1.644 1.644 
0.300 0.960 0.960 
0.215 0.934 0.934 
0.434 0.083 0.083 
0.451 0.601 0.601 
0.734 1.013 1.013 
0.968 1.067 1.067 
0.952 0.923 0.923 
0.567 1.049 1.049 
0.400 1.483 1.483 
0.818 0.972 0.972 
0.817 1.177 1.177 
0.801 1.176 1.176 
0.801 0.995 0.995 
0.284 0.696 0.696 
0.751 1.114 1.114 
0.568 0.612 0.612 
0.367 0.867 0.867 
0.284 1.104 1.104 
0.868 0.922 0.922 
0.350 1.031 1.031 
0.334 0.708 0.708 
0.734 1.089 1.089 
0.918 1.339 1.339 
0.618 0.732 0.732 
0.768 0.900 0.900 
0.334 0.565 0.565 
0.967 0.502 0.502 
0.635 0.779 0.779 
0.750 1.035 1.035 
<><><><><><><><> 
Response (Std deviation):  2.02 
RT (mean):  0.95 
Consistency:  0.53 
<><><><><><><><> 
End: 04-Mar-2014 18:08:44 
