<><><><><><><><> 
Begin: 04-Mar-2014 17:52:18 
0.585 1.468 1.468 
0.317 1.529 1.529 
0.834 1.431 1.431 
0.284 1.225 1.225 
0.434 3.940 3.940 
0.400 0.528 0.528 
0.634 3.995 4.942 
0.283 1.369 1.369 
0.534 1.529 1.529 
0.284 0.924 0.924 
0.299 1.017 1.017 
0.835 0.381 0.381 
0.434 1.139 1.139 
0.684 3.992 4.198 
0.967 1.748 1.748 
0.551 1.674 1.674 
0.767 1.199 1.199 
0.817 2.365 2.365 
0.551 1.449 1.449 
0.734 1.596 1.596 
0.284 1.058 1.058 
0.952 0.537 0.537 
0.351 0.740 0.740 
0.417 1.466 1.466 
0.850 1.116 1.116 
0.600 1.469 1.469 
0.818 0.023 0.023 
0.517 1.088 1.088 
0.417 0.872 0.872 
0.234 0.935 0.935 
0.750 1.168 1.168 
0.551 0.897 0.897 
0.567 2.507 2.507 
0.685 3.207 3.207 
0.251 1.176 1.176 
0.450 1.939 1.939 
0.818 1.873 1.873 
0.767 0.968 0.968 
0.301 0.733 0.733 
0.300 1.403 1.403 
0.284 1.540 1.540 
0.216 2.236 2.236 
0.550 1.976 1.976 
0.733 1.546 1.546 
0.784 3.301 3.301 
0.634 2.424 2.424 
0.283 0.276 0.276 
0.700 0.835 0.835 
0.301 1.484 1.484 
0.317 0.928 0.928 
0.284 1.046 1.046 
0.317 0.769 0.769 
0.335 2.294 2.294 
0.367 0.575 0.575 
0.451 0.935 0.935 
0.451 1.297 1.297 
0.383 0.958 0.958 
0.400 1.263 1.263 
0.919 1.078 1.078 
0.768 0.949 0.949 
0.651 1.109 1.109 
0.351 1.634 1.634 
0.366 2.142 2.142 
0.267 2.170 2.170 
0.934 1.399 1.399 
0.768 0.959 0.959 
0.650 1.054 1.054 
0.451 1.733 1.733 
0.334 1.699 1.699 
0.702 0.745 0.745 
1.001 0.756 0.756 
0.334 0.645 0.645 
0.416 0.865 0.865 
0.518 0.669 0.669 
0.267 0.673 0.673 
0.751 0.672 0.672 
0.518 0.661 0.661 
0.984 0.813 0.813 
0.534 1.454 1.454 
0.701 0.711 0.711 
0.334 0.625 0.625 
0.516 1.489 1.489 
0.334 3.115 3.115 
0.817 2.018 2.018 
0.902 1.777 1.777 
0.484 0.851 0.851 
0.751 1.097 1.097 
0.434 1.022 1.022 
0.634 1.128 1.128 
0.867 1.105 1.105 
0.683 1.331 1.331 
0.467 3.029 3.029 
0.450 0.830 0.830 
0.567 0.516 0.516 
0.534 0.948 0.948 
0.484 2.069 2.069 
0.651 2.127 2.127 
0.800 0.900 0.900 
0.550 3.982 4.479 
0.551 0.863 0.863 
0.300 0.688 0.688 
0.217 0.683 0.683 
0.434 0.818 0.818 
0.450 1.554 1.554 
0.734 0.703 0.703 
0.968 1.092 1.092 
0.951 0.469 0.469 
0.567 2.208 2.208 
0.400 1.960 1.960 
0.817 1.182 1.182 
0.818 1.126 1.126 
0.801 0.926 0.926 
0.801 0.638 0.638 
0.283 0.917 0.917 
0.751 0.928 0.928 
0.567 0.914 0.914 
0.367 3.997 4.450 
0.283 0.807 0.807 
0.867 0.806 0.806 
0.350 0.734 0.734 
0.334 0.805 0.805 
0.735 0.955 0.955 
0.918 0.781 0.781 
0.617 0.862 0.862 
0.767 0.744 0.744 
0.332 0.627 0.627 
0.968 0.766 0.766 
0.635 0.759 0.759 
0.751 0.855 0.855 
<><><><><><><><> 
Response (Std deviation):  2.00 
RT (mean):  1.60 
Consistency:  0.73 
<><><><><><><><> 
End: 04-Mar-2014 18:01:04 
