<><><><><><><><> 
Begin: 12-Feb-2014 19:01:46 
0.517 1.018 1.018 
0.568 2.047 2.047 
0.401 0.668 0.668 
0.834 0.678 0.678 
0.917 0.679 0.679 
0.934 0.525 0.525 
0.652 1.115 1.115 
0.685 0.756 0.756 
0.318 2.454 2.454 
0.918 0.733 0.733 
0.567 0.821 0.821 
0.367 0.646 0.646 
0.918 0.438 0.438 
0.818 0.667 0.667 
0.901 0.558 0.558 
0.433 0.831 0.831 
0.734 1.248 1.248 
0.734 0.756 0.756 
0.299 0.821 0.821 
0.534 0.689 0.689 
0.416 0.569 0.569 
0.768 0.602 0.602 
0.433 0.711 0.711 
0.919 0.427 0.427 
0.869 0.437 0.437 
0.518 0.504 0.504 
0.601 0.723 0.723 
0.767 0.864 0.864 
0.867 0.580 0.580 
0.685 0.558 0.558 
0.667 0.843 0.843 
0.467 1.413 1.413 
0.567 1.193 1.193 
0.768 0.668 0.668 
0.918 0.568 0.568 
0.784 0.744 0.744 
0.216 1.140 1.140 
0.750 0.789 0.789 
0.551 0.722 0.722 
0.551 1.233 1.233 
0.300 0.769 0.769 
0.851 0.557 0.557 
0.467 0.953 0.953 
0.400 0.569 0.569 
0.484 0.657 0.657 
0.501 1.094 1.094 
0.634 0.635 0.635 
0.652 0.613 0.613 
0.516 1.334 1.334 
0.517 0.864 0.864 
0.618 1.871 1.871 
0.733 1.214 1.214 
0.968 1.871 1.871 
0.784 0.765 0.765 
0.517 0.646 0.646 
0.869 1.072 1.072 
0.317 0.602 0.602 
0.250 0.580 0.580 
0.267 1.718 1.718 
0.333 0.744 0.744 
0.467 0.711 0.711 
0.451 0.536 0.536 
0.217 1.378 1.378 
0.634 0.591 0.591 
0.284 0.755 0.755 
0.317 0.667 0.667 
0.701 0.657 0.657 
0.885 0.646 0.646 
0.984 0.832 0.832 
0.667 1.335 1.335 
1.002 1.171 1.171 
0.651 0.789 0.789 
0.618 0.700 0.700 
0.468 0.679 0.679 
0.551 0.667 0.667 
0.601 0.865 0.865 
0.267 0.679 0.679 
0.917 0.612 0.612 
0.250 0.777 0.777 
0.552 0.920 0.920 
0.868 0.471 0.471 
0.517 0.711 0.711 
0.701 0.569 0.569 
0.850 0.558 0.558 
0.918 0.941 0.941 
0.951 1.006 1.006 
0.350 0.536 0.536 
0.417 0.984 0.984 
0.918 0.602 0.602 
0.684 0.558 0.558 
0.600 1.236 1.236 
0.701 0.679 0.679 
0.851 0.372 0.372 
0.633 0.295 0.295 
0.367 0.722 0.722 
0.567 0.613 0.613 
0.550 0.601 0.601 
0.968 0.842 0.842 
0.701 0.547 0.547 
0.751 0.526 0.526 
0.784 0.449 0.449 
0.484 0.536 0.536 
0.617 0.559 0.559 
0.651 0.601 0.601 
0.333 0.460 0.460 
0.651 0.536 0.536 
0.751 0.361 0.361 
0.551 0.394 0.394 
0.868 0.525 0.525 
0.783 0.296 0.296 
0.483 0.296 0.296 
0.567 0.580 0.580 
0.516 0.568 0.568 
0.818 0.439 0.439 
0.784 0.645 0.645 
0.550 0.427 0.427 
0.750 0.449 0.449 
0.951 0.471 0.471 
0.834 0.383 0.383 
0.768 0.284 0.284 
0.284 0.624 0.624 
0.517 0.526 0.526 
0.668 0.558 0.558 
0.567 0.710 0.710 
0.250 1.149 1.149 
0.385 0.777 0.777 
0.868 0.460 0.460 
0.218 0.777 0.777 
0.900 0.558 0.558 
<><><><><><><><> 
Response (Std deviation):  2.30 
RT (mean):  1.09 
Consistency:  0.63 
<><><><><><><><> 
End: 12-Feb-2014 19:09:01 
