<><><><><><><><> 
Begin: 12-Feb-2014 19:09:27 
0.516 0.963 0.963 
0.568 0.656 0.656 
0.402 0.930 0.930 
0.834 2.113 2.113 
0.901 0.689 0.689 
0.934 0.405 0.405 
0.651 1.072 1.072 
0.684 0.887 0.887 
0.316 1.226 1.226 
0.919 0.886 0.886 
0.568 1.150 1.150 
0.367 2.473 2.473 
0.918 1.805 1.805 
0.818 1.357 1.357 
0.901 1.182 1.182 
0.433 2.221 2.221 
0.734 0.821 0.821 
0.735 0.853 0.853 
0.301 0.755 0.755 
0.534 0.591 0.591 
0.417 0.689 0.689 
0.767 1.083 1.083 
0.434 1.170 1.170 
0.918 0.667 0.667 
0.869 0.711 0.711 
0.518 0.865 0.865 
0.602 1.773 1.773 
0.751 0.832 0.832 
0.868 0.766 0.766 
0.685 1.280 1.280 
0.667 0.612 0.612 
0.467 1.138 1.138 
0.568 0.984 0.984 
0.767 0.711 0.711 
0.918 0.787 0.787 
0.783 0.875 0.875 
0.218 0.788 0.788 
0.735 0.743 0.743 
0.552 0.580 0.580 
0.550 0.996 0.996 
0.299 0.711 0.711 
0.852 0.580 0.580 
0.468 0.810 0.810 
0.402 0.941 0.941 
0.483 0.733 0.733 
0.501 0.623 0.623 
0.633 1.423 1.423 
0.651 0.766 0.766 
0.518 1.291 1.291 
0.517 0.743 0.743 
0.616 1.023 1.023 
0.733 0.625 0.625 
0.968 0.514 0.514 
0.783 0.471 0.471 
0.517 1.259 1.259 
0.868 0.711 0.711 
0.316 0.930 0.930 
0.250 0.601 0.601 
0.268 1.325 1.325 
0.333 1.029 1.029 
0.467 0.635 0.635 
0.450 0.645 0.645 
0.216 1.630 1.630 
0.635 1.215 1.215 
0.283 0.580 0.580 
0.318 0.755 0.755 
0.700 0.711 0.711 
0.885 0.789 0.789 
0.985 0.361 0.361 
0.666 0.821 0.821 
1.000 0.733 0.733 
0.651 0.635 0.635 
0.617 0.558 0.558 
0.468 0.569 0.569 
0.551 1.444 1.444 
0.600 0.701 0.701 
0.266 0.591 0.591 
0.918 0.613 0.613 
0.249 0.734 0.734 
0.551 1.412 1.412 
0.868 0.875 0.875 
0.518 0.635 0.635 
0.700 1.313 1.313 
0.852 0.646 0.646 
0.917 0.635 0.635 
0.952 0.810 0.810 
0.351 0.952 0.952 
0.417 0.678 0.678 
0.918 2.079 2.079 
0.684 0.810 0.810 
0.602 0.624 0.624 
0.701 0.503 0.503 
0.867 0.580 0.580 
0.634 0.798 0.798 
0.368 0.689 0.689 
0.568 0.558 0.558 
0.550 0.810 0.810 
0.968 0.558 0.558 
0.700 0.536 0.536 
0.751 0.581 0.581 
0.784 0.821 0.821 
0.483 0.700 0.700 
0.617 0.525 0.525 
0.652 0.613 0.613 
0.334 0.667 0.667 
0.651 0.525 0.525 
0.750 1.137 1.137 
0.550 0.547 0.547 
0.869 0.875 0.875 
0.784 1.017 1.017 
0.485 0.624 0.624 
0.567 0.711 0.711 
0.517 1.413 1.413 
0.818 1.215 1.215 
0.784 0.733 0.733 
0.551 1.183 1.183 
0.750 1.258 1.258 
0.951 0.613 0.613 
0.835 0.711 0.711 
0.768 0.909 0.909 
0.283 0.820 0.820 
0.516 0.842 0.842 
0.668 0.799 0.799 
0.568 0.766 0.766 
0.250 0.558 0.558 
0.384 1.280 1.280 
0.868 0.908 0.908 
0.218 0.700 0.700 
0.901 0.514 0.514 
<><><><><><><><> 
Response (Std deviation):  2.38 
RT (mean):  0.89 
Consistency:  0.67 
<><><><><><><><> 
End: 12-Feb-2014 19:15:39 
