<><><><><><><><> 
Begin: 06-Mar-2014 11:41:59 
0.450 0.894 0.894 
0.767 0.800 0.800 
0.735 0.934 0.934 
0.633 0.584 0.584 
0.768 1.382 1.382 
0.735 1.209 1.209 
0.351 1.675 1.675 
0.301 0.801 0.801 
1.002 0.832 0.832 
0.334 0.565 0.565 
0.234 0.686 0.686 
0.651 0.541 0.541 
0.917 0.647 0.647 
0.735 1.270 1.270 
0.351 1.893 1.893 
0.501 1.917 1.917 
0.567 1.566 1.566 
0.984 2.332 2.332 
0.334 1.725 1.725 
0.885 2.197 2.197 
0.718 1.432 1.432 
0.500 1.265 1.265 
0.350 1.694 1.694 
0.551 0.857 0.857 
0.584 2.102 2.102 
0.301 2.002 2.002 
0.667 1.924 1.924 
0.384 1.308 1.308 
0.517 0.649 0.649 
0.668 1.079 1.079 
0.401 2.550 2.550 
0.434 1.022 1.022 
0.700 0.737 0.737 
0.417 0.839 0.839 
0.868 2.198 2.198 
0.986 1.437 1.437 
0.785 2.126 2.126 
0.484 1.250 1.250 
0.668 1.412 1.412 
0.284 1.514 1.514 
0.934 0.995 0.995 
0.901 1.438 1.438 
0.851 2.036 2.036 
0.417 1.812 1.812 
0.684 1.042 1.042 
0.218 1.725 1.725 
0.550 1.439 1.439 
0.451 0.597 0.597 
0.334 1.440 1.440 
0.351 2.092 2.092 
0.535 1.351 1.351 
0.284 0.846 0.846 
0.684 2.937 2.937 
0.584 0.952 0.952 
0.768 0.865 0.865 
0.769 0.813 0.813 
0.718 1.227 1.227 
0.234 3.010 3.010 
0.251 1.109 1.109 
0.451 0.838 0.838 
0.634 1.369 1.369 
0.734 2.385 2.385 
0.534 0.901 0.901 
0.868 2.345 2.345 
0.784 2.248 2.248 
0.984 1.546 1.546 
0.634 0.999 0.999 
0.467 0.816 0.816 
0.284 0.503 0.503 
0.685 0.538 0.538 
0.834 2.729 2.729 
0.534 1.460 1.460 
0.283 1.566 1.566 
0.417 0.900 0.900 
0.333 2.506 2.506 
0.433 2.209 2.209 
0.551 2.537 2.537 
0.634 0.823 0.823 
0.567 1.472 1.472 
0.901 1.483 1.483 
0.618 2.378 2.378 
0.968 2.979 2.979 
0.718 2.196 2.196 
0.968 2.268 2.268 
0.401 1.601 1.601 
0.751 2.069 2.069 
0.434 0.155 0.155 
0.733 3.033 3.033 
0.766 1.172 1.172 
0.250 0.878 0.878 
0.400 1.606 1.606 
0.383 1.354 1.354 
0.734 1.855 1.855 
0.884 2.037 2.037 
0.483 2.366 2.366 
0.834 2.010 2.010 
0.750 1.807 1.807 
0.201 2.110 2.110 
0.685 3.101 3.101 
0.516 2.108 2.108 
0.934 1.207 1.207 
0.201 1.720 1.720 
0.567 0.864 0.864 
0.550 0.998 0.998 
0.567 1.127 1.127 
0.818 1.916 1.916 
0.467 1.082 1.082 
0.834 1.367 1.367 
0.585 1.103 1.103 
0.233 0.814 0.814 
0.350 0.600 0.600 
0.784 0.980 0.980 
0.583 1.261 1.261 
0.333 1.799 1.799 
0.483 3.440 3.440 
0.683 1.392 1.392 
0.349 1.143 1.143 
0.800 1.912 1.912 
0.401 1.515 1.515 
0.934 3.035 3.035 
0.418 1.568 1.568 
0.818 1.808 1.808 
0.351 1.858 1.858 
0.433 2.091 2.091 
0.284 2.212 2.212 
0.668 1.178 1.178 
0.751 1.041 1.041 
0.633 0.795 0.795 
0.550 0.908 0.908 
<><><><><><><><> 
Response (Std deviation):  2.41 
RT (mean):  1.41 
Consistency:  0.94 
<><><><><><><><> 
End: 06-Mar-2014 11:50:08 
