<><><><><><><><> 
Begin: 20-Feb-2014 09:24:04 
0.451 3.731 3.731 
0.768 0.995 0.995 
0.734 3.096 3.096 
0.634 1.685 1.685 
0.768 2.789 2.789 
0.735 1.553 1.553 
0.350 2.593 2.593 
0.299 0.907 0.907 
1.001 1.192 1.192 
0.334 1.609 1.609 
0.234 0.743 0.743 
0.651 2.398 2.398 
0.902 3.138 3.138 
0.734 3.996 3.996 
0.350 0.885 0.885 
0.502 2.234 2.234 
0.567 1.095 1.095 
0.985 2.669 2.669 
0.334 1.007 1.007 
0.884 2.309 2.309 
0.718 2.352 2.352 
0.501 2.429 2.429 
0.350 2.059 2.059 
0.551 1.848 1.848 
0.585 1.575 1.575 
0.301 1.334 1.334 
0.667 3.380 3.380 
0.384 1.576 1.576 
0.517 0.974 0.974 
0.666 1.060 1.060 
0.400 1.325 1.325 
0.434 2.373 2.373 
0.701 0.907 0.907 
0.418 1.663 1.663 
0.868 2.101 2.101 
0.985 2.462 2.462 
0.784 1.422 1.422 
0.483 0.963 0.963 
0.668 2.974 2.974 
0.284 1.258 1.258 
0.934 3.250 3.250 
0.900 2.034 2.034 
0.852 2.231 2.231 
0.416 1.072 1.072 
0.684 0.864 0.864 
0.218 2.176 2.176 
0.551 1.575 1.575 
0.451 1.334 1.334 
0.334 1.400 1.400 
0.351 2.560 2.560 
0.535 2.998 2.998 
0.283 1.071 1.071 
0.685 1.149 1.149 
0.584 1.291 1.291 
0.767 2.768 2.768 
0.767 0.963 0.963 
0.718 0.918 0.918 
0.233 2.824 2.824 
0.251 2.133 2.133 
0.451 1.357 1.357 
0.634 1.423 1.423 
0.734 1.728 1.728 
0.535 2.266 2.266 
0.867 1.607 1.607 
0.784 0.809 0.809 
0.983 3.425 3.425 
0.634 1.739 1.739 
0.467 0.909 0.909 
0.285 1.957 1.957 
0.684 1.072 1.072 
0.818 2.550 2.550 
0.534 0.897 0.897 
0.268 1.707 1.707 
0.418 1.104 1.104 
0.333 1.258 1.258 
0.433 2.309 2.309 
0.552 0.843 0.843 
0.618 2.911 2.911 
0.568 1.717 1.717 
0.901 1.859 1.859 
0.617 2.615 2.615 
0.952 1.793 1.793 
0.718 1.127 1.127 
0.968 2.757 2.757 
0.400 1.719 1.719 
0.751 1.641 1.641 
0.434 1.685 1.685 
0.734 1.773 1.773 
0.750 1.947 1.947 
0.249 1.674 1.674 
0.401 1.084 1.084 
0.385 1.696 1.696 
0.735 1.027 1.027 
0.884 0.416 0.416 
0.484 1.848 1.848 
0.833 0.820 0.820 
0.750 1.576 1.576 
0.201 0.941 0.941 
0.684 2.168 2.168 
0.518 1.533 1.533 
0.935 2.157 2.157 
0.199 1.237 1.237 
0.567 1.159 1.159 
0.535 1.356 1.356 
0.567 2.309 2.309 
0.818 1.871 1.871 
0.467 2.364 2.364 
0.834 1.171 1.171 
0.585 0.908 0.908 
0.234 1.160 1.160 
0.350 1.882 1.882 
0.784 1.893 1.893 
0.584 0.941 0.941 
0.317 1.466 1.466 
0.484 1.335 1.335 
0.685 3.227 3.227 
0.350 2.123 2.123 
0.800 1.925 1.925 
0.401 0.930 0.930 
0.934 0.919 0.919 
0.417 3.993 4.047 
0.817 2.253 2.253 
0.351 2.199 2.199 
0.435 1.728 1.728 
0.284 2.318 2.318 
0.668 1.116 1.116 
0.752 1.367 1.367 
0.635 0.985 0.985 
0.551 1.587 1.587 
<><><><><><><><> 
Response (Std deviation):  2.49 
RT (mean):  1.73 
Consistency:  0.95 
<><><><><><><><> 
End: 20-Feb-2014 09:33:30 
