<><><><><><><><> 
Begin: 21-Feb-2014 15:43:17 
0.450 0.908 0.908 
0.767 0.744 0.744 
0.735 0.656 0.656 
0.634 0.514 0.514 
0.768 0.504 0.504 
0.734 0.822 0.822 
0.350 0.711 0.711 
0.300 1.301 1.301 
1.002 0.525 0.525 
0.334 0.546 0.546 
0.234 0.656 0.656 
0.651 0.580 0.580 
0.900 0.689 0.689 
0.734 0.361 0.361 
0.350 0.317 0.317 
0.501 0.350 0.350 
0.567 0.831 0.831 
0.985 0.821 0.821 
0.334 1.508 1.508 
0.884 0.011 0.011 
0.718 2.044 2.044 
0.501 0.460 0.460 
0.351 1.335 1.335 
0.550 0.711 0.711 
0.584 1.050 1.050 
0.300 1.214 1.214 
0.667 0.394 0.394 
0.385 0.689 0.689 
0.517 0.897 0.897 
0.668 1.029 1.029 
0.401 0.920 0.920 
0.434 0.591 0.591 
0.701 0.285 0.285 
0.417 0.525 0.525 
0.867 1.139 1.139 
0.984 1.280 1.280 
0.783 0.886 0.886 
0.484 0.853 0.853 
0.667 1.181 1.181 
0.283 0.875 0.875 
0.933 0.679 0.679 
0.901 0.646 0.646 
0.851 1.017 1.017 
0.417 0.853 0.853 
0.684 0.799 0.799 
0.217 2.221 2.221 
0.551 0.624 0.624 
0.451 0.908 0.908 
0.335 0.711 0.711 
0.350 0.482 0.482 
0.533 0.952 0.952 
0.284 0.940 0.940 
0.684 0.449 0.449 
0.585 0.339 0.339 
0.767 0.525 0.525 
0.767 0.438 0.438 
0.717 0.318 0.318 
0.235 0.788 0.788 
0.266 0.492 0.492 
0.450 0.690 0.690 
0.633 0.514 0.514 
0.734 1.248 1.248 
0.534 0.831 0.831 
0.851 0.088 0.088 
0.784 0.263 0.263 
0.984 0.011 0.011 
0.634 0.011 0.011 
0.467 0.350 0.350 
0.284 0.897 0.897 
0.684 0.569 0.569 
0.833 1.477 1.477 
0.533 1.226 1.226 
0.283 0.974 0.974 
0.418 0.317 0.317 
0.317 0.591 0.591 
0.434 0.274 0.274 
0.551 0.011 0.011 
0.618 1.970 1.970 
0.567 0.164 0.164 
0.900 0.581 0.581 
0.617 0.405 0.405 
0.952 0.230 0.230 
0.717 0.514 0.514 
0.968 1.029 1.029 
0.400 0.438 0.438 
0.750 0.284 0.284 
0.434 1.214 1.214 
0.735 1.116 1.116 
0.751 0.744 0.744 
0.249 0.799 0.799 
0.401 0.284 0.284 
0.384 0.416 0.416 
0.735 0.317 0.317 
0.884 0.011 0.011 
0.484 0.439 0.439 
0.834 0.580 0.580 
0.750 0.317 0.317 
0.200 0.536 0.536 
0.684 0.383 0.383 
0.517 0.186 0.186 
0.935 0.011 0.011 
0.200 1.017 1.017 
0.568 0.635 0.635 
0.550 0.799 0.799 
0.567 0.295 0.295 
0.819 0.996 0.996 
0.466 1.216 1.216 
0.835 0.962 0.962 
0.585 0.668 0.668 
0.235 1.006 1.006 
0.349 1.268 1.268 
0.784 0.864 0.864 
0.584 1.378 1.378 
0.333 0.689 0.689 
0.483 1.029 1.029 
0.684 0.963 0.963 
0.351 0.886 0.886 
0.801 0.634 0.634 
0.400 0.667 0.667 
0.934 0.470 0.470 
0.417 0.667 0.667 
0.819 0.011 0.011 
0.351 0.329 0.329 
0.433 0.285 0.285 
0.268 0.810 0.810 
0.667 1.148 1.148 
0.750 0.732 0.732 
0.634 0.689 0.689 
0.551 0.766 0.766 
<><><><><><><><> 
Response (Std deviation):  1.69 
RT (mean):  0.98 
Consistency:  0.04 
<><><><><><><><> 
End: 21-Feb-2014 15:49:42 
