<><><><><><><><> 
Begin: 21-Feb-2014 15:51:16 
0.451 0.580 0.580 
0.769 0.755 0.755 
0.734 0.897 0.897 
0.635 1.029 1.029 
0.767 0.590 0.590 
0.735 0.700 0.700 
0.350 0.504 0.504 
0.300 0.438 0.438 
1.002 0.645 0.645 
0.334 0.700 0.700 
0.234 0.635 0.635 
0.651 0.678 0.678 
0.902 0.667 0.667 
0.735 0.930 0.930 
0.350 1.051 1.051 
0.500 0.536 0.536 
0.568 0.984 0.984 
0.985 0.678 0.678 
0.334 0.898 0.898 
0.884 0.602 0.602 
0.719 0.776 0.776 
0.500 0.339 0.339 
0.350 0.241 0.241 
0.551 0.405 0.405 
0.584 0.876 0.876 
0.301 0.295 0.295 
0.667 0.284 0.284 
0.384 0.317 0.317 
0.516 0.722 0.722 
0.668 0.897 0.897 
0.401 0.066 0.066 
0.435 0.460 0.460 
0.702 0.579 0.579 
0.418 0.405 0.405 
0.868 0.011 0.011 
0.983 0.241 0.241 
0.784 0.055 0.055 
0.484 0.120 0.120 
0.668 0.460 0.460 
0.285 0.427 0.427 
0.934 0.317 0.317 
0.901 0.361 0.361 
0.851 0.646 0.646 
0.417 0.624 0.624 
0.684 0.492 0.492 
0.217 0.318 0.318 
0.550 0.361 0.361 
0.451 0.132 0.132 
0.335 1.040 1.040 
0.351 0.252 0.252 
0.533 0.011 0.011 
0.284 0.722 0.722 
0.684 0.328 0.328 
0.585 0.273 0.273 
0.767 0.712 0.712 
0.769 0.230 0.230 
0.716 0.087 0.087 
0.235 0.667 0.667 
0.250 0.601 0.601 
0.450 0.406 0.406 
0.634 0.460 0.460 
0.733 0.503 0.503 
0.533 0.635 0.635 
0.852 0.317 0.317 
0.784 0.295 0.295 
0.984 0.088 0.088 
0.633 0.230 0.230 
0.467 0.164 0.164 
0.284 0.656 0.656 
0.685 0.493 0.493 
0.818 0.723 0.723 
0.535 0.668 0.668 
0.267 0.722 0.722 
0.417 0.679 0.679 
0.334 0.459 0.459 
0.433 0.536 0.536 
0.552 0.536 0.536 
0.617 0.251 0.251 
0.567 0.372 0.372 
0.902 0.722 0.722 
0.617 0.580 0.580 
0.951 0.055 0.055 
0.717 0.252 0.252 
0.969 0.646 0.646 
0.400 0.767 0.767 
0.751 0.427 0.427 
0.435 0.536 0.536 
0.735 0.438 0.438 
0.751 0.274 0.274 
0.249 0.470 0.470 
0.401 0.679 0.679 
0.383 0.405 0.405 
0.734 0.241 0.241 
0.883 0.011 0.011 
0.484 0.230 0.230 
0.833 0.657 0.657 
0.751 0.471 0.471 
0.200 0.854 0.854 
0.684 0.657 0.657 
0.517 0.668 0.668 
0.934 0.349 0.349 
0.201 0.525 0.525 
0.567 0.580 0.580 
0.534 0.514 0.514 
0.567 0.547 0.547 
0.818 0.657 0.657 
0.467 0.438 0.438 
0.834 0.055 0.055 
0.584 0.690 0.690 
0.235 0.580 0.580 
0.350 0.405 0.405 
0.785 0.197 0.197 
0.585 0.405 0.405 
0.317 0.514 0.514 
0.483 0.919 0.919 
0.684 0.372 0.372 
0.351 0.592 0.592 
0.801 1.203 1.203 
0.401 0.263 0.263 
0.934 0.373 0.373 
0.418 0.339 0.339 
0.818 0.657 0.657 
0.350 0.492 0.492 
0.435 0.307 0.307 
0.268 0.459 0.459 
0.667 0.548 0.548 
0.750 0.569 0.569 
0.634 0.580 0.580 
0.550 0.372 0.372 
<><><><><><><><> 
Response (Std deviation):  1.65 
RT (mean):  0.56 
Consistency:  0.02 
<><><><><><><><> 
End: 21-Feb-2014 15:56:02 
