<><><><><><><><> 
Begin: 05-Mar-2014 11:41:17 
0.583 0.858 0.858 
0.333 0.816 0.816 
0.834 1.004 1.004 
0.284 1.830 1.830 
0.434 0.951 0.951 
0.400 0.587 0.587 
0.634 0.898 0.898 
0.283 1.213 1.213 
0.533 1.106 1.106 
0.283 1.225 1.225 
0.300 0.752 0.752 
0.835 1.063 1.063 
0.434 0.874 0.874 
0.685 0.910 0.910 
0.968 0.584 0.584 
0.551 0.651 0.651 
0.767 0.992 0.992 
0.817 0.763 0.763 
0.551 0.920 0.920 
0.733 0.900 0.900 
0.283 1.008 1.008 
0.952 1.229 1.229 
0.350 1.266 1.266 
0.418 0.895 0.895 
0.834 0.645 0.645 
0.600 1.044 1.044 
0.819 1.375 1.375 
0.518 1.617 1.617 
0.418 1.123 1.123 
0.234 1.168 1.168 
0.735 1.074 1.074 
0.550 0.849 0.849 
0.567 0.758 0.758 
0.684 0.729 0.729 
0.250 1.913 1.913 
0.450 0.702 0.702 
0.818 0.661 0.661 
0.767 0.919 0.919 
0.300 0.968 0.968 
0.301 1.151 1.151 
0.284 0.895 0.895 
0.217 1.011 1.011 
0.550 1.052 1.052 
0.734 0.744 0.744 
0.784 0.508 0.508 
0.634 1.068 1.068 
0.284 1.032 1.032 
0.701 1.043 1.043 
0.300 1.179 1.179 
0.317 1.232 1.232 
0.283 1.348 1.348 
0.317 0.682 0.682 
0.334 0.744 0.744 
0.367 0.514 0.514 
0.450 0.729 0.729 
0.451 0.779 0.779 
0.384 0.742 0.742 
0.401 0.770 0.770 
0.918 0.648 0.648 
0.769 0.502 0.502 
0.651 1.098 1.098 
0.351 1.325 1.325 
0.367 0.891 0.891 
0.266 1.095 1.095 
0.934 1.039 1.039 
0.767 1.226 1.226 
0.650 0.598 0.598 
0.451 0.603 0.603 
0.334 0.532 0.532 
0.701 0.492 0.492 
1.001 0.703 0.703 
0.332 0.746 0.746 
0.417 0.751 0.751 
0.518 0.540 0.540 
0.266 1.269 1.269 
0.751 0.935 0.935 
0.533 0.632 0.632 
0.984 1.230 1.230 
0.517 0.921 0.921 
0.701 0.976 0.976 
0.333 0.742 0.742 
0.501 0.564 0.564 
0.334 0.889 0.889 
0.817 2.041 2.041 
0.901 1.137 1.137 
0.484 0.786 0.786 
0.751 1.621 1.621 
0.434 1.090 1.090 
0.633 1.547 1.547 
0.867 1.042 1.042 
0.684 1.185 1.185 
0.467 0.897 0.897 
0.451 0.873 0.873 
0.567 0.985 0.985 
0.534 0.768 0.768 
0.499 0.781 0.781 
0.651 1.308 1.308 
0.801 1.094 1.094 
0.550 0.998 0.998 
0.551 1.106 1.106 
0.299 0.961 0.961 
0.217 0.983 0.983 
0.434 0.845 0.845 
0.450 0.611 0.611 
0.733 1.111 1.111 
0.968 1.067 1.067 
0.951 1.054 1.054 
0.567 1.077 1.077 
0.400 1.136 1.136 
0.818 0.789 0.789 
0.817 1.018 1.018 
0.801 0.804 0.804 
0.801 0.937 0.937 
0.284 0.768 0.768 
0.752 0.695 0.695 
0.567 0.696 0.696 
0.367 0.731 0.731 
0.284 0.887 0.887 
0.867 0.899 0.899 
0.351 0.575 0.575 
0.334 0.661 0.661 
0.734 0.576 0.576 
0.918 0.676 0.676 
0.618 0.958 0.958 
0.768 0.768 0.768 
0.334 1.059 1.059 
0.968 0.985 0.985 
0.634 0.937 0.937 
0.751 0.799 0.799 
<><><><><><><><> 
Response (Std deviation):  2.34 
RT (mean):  1.00 
Consistency:  0.91 
<><><><><><><><> 
End: 05-Mar-2014 11:47:39 
