<><><><><><><><> 
Begin: 05-Mar-2014 11:48:16 
0.585 0.921 0.921 
0.333 0.870 0.870 
0.834 1.297 1.297 
0.284 1.009 1.009 
0.434 0.651 0.651 
0.400 0.863 0.863 
0.633 1.417 1.417 
0.284 0.850 0.850 
0.533 0.792 0.792 
0.284 1.030 1.030 
0.300 1.118 1.118 
0.835 0.764 0.764 
0.434 1.552 1.552 
0.685 0.795 0.795 
0.967 1.154 1.154 
0.550 0.990 0.990 
0.767 0.788 0.788 
0.817 0.856 0.856 
0.551 0.856 0.856 
0.733 0.844 0.844 
0.284 0.954 0.954 
0.951 0.716 0.716 
0.351 0.656 0.656 
0.417 1.058 1.058 
0.834 0.772 0.772 
0.600 0.801 0.801 
0.818 0.587 0.587 
0.518 0.700 0.700 
0.418 0.692 0.692 
0.234 0.989 0.989 
0.750 0.816 0.816 
0.551 1.007 1.007 
0.567 0.764 0.764 
0.684 1.185 1.185 
0.251 1.092 1.092 
0.450 1.001 1.001 
0.818 1.009 1.009 
0.768 0.789 0.789 
0.300 0.629 0.629 
0.300 1.298 1.298 
0.283 1.581 1.581 
0.216 0.707 0.707 
0.534 0.790 0.790 
0.734 0.582 0.582 
0.785 0.955 0.955 
0.633 0.682 0.682 
0.283 1.027 1.027 
0.700 1.101 1.101 
0.301 0.887 0.887 
0.316 0.694 0.694 
0.284 1.305 1.305 
0.317 0.745 0.745 
0.334 0.477 0.477 
0.366 1.137 1.137 
0.450 0.717 0.717 
0.451 0.948 0.948 
0.384 1.162 1.162 
0.401 1.378 1.378 
0.918 1.004 1.004 
0.768 0.613 0.613 
0.651 1.018 1.018 
0.351 1.209 1.209 
0.368 1.145 1.145 
0.268 0.683 0.683 
0.935 0.552 0.552 
0.768 0.771 0.771 
0.651 0.983 0.983 
0.450 0.878 0.878 
0.334 0.798 0.798 
0.701 0.863 0.863 
1.001 0.806 0.806 
0.334 0.578 0.578 
0.417 0.490 0.490 
0.517 0.527 0.527 
0.267 0.552 0.552 
0.752 1.074 1.074 
0.533 0.876 0.876 
0.984 0.680 0.680 
0.518 0.516 0.516 
0.701 0.996 0.996 
0.333 0.655 0.655 
0.517 0.864 0.864 
0.334 1.006 1.006 
0.817 1.088 1.088 
0.902 0.862 0.862 
0.484 0.999 0.999 
0.751 0.875 0.875 
0.434 0.789 0.789 
0.633 1.202 1.202 
0.868 0.804 0.804 
0.684 0.518 0.518 
0.467 0.549 0.549 
0.450 0.468 0.468 
0.568 0.696 0.696 
0.534 0.804 0.804 
0.483 0.622 0.622 
0.651 0.544 0.544 
0.801 0.710 0.710 
0.550 0.801 0.801 
0.551 0.649 0.649 
0.301 0.620 0.620 
0.217 0.942 0.942 
0.434 0.780 0.780 
0.450 1.110 1.110 
0.734 0.541 0.541 
0.968 0.967 0.967 
0.951 0.681 0.681 
0.568 0.684 0.684 
0.401 0.697 0.697 
0.818 0.810 0.810 
0.817 0.792 0.792 
0.801 0.960 0.960 
0.801 0.491 0.491 
0.284 0.517 0.517 
0.752 0.527 0.527 
0.568 0.707 0.707 
0.367 1.091 1.091 
0.283 0.513 0.513 
0.867 0.730 0.730 
0.350 0.757 0.757 
0.334 1.235 1.235 
0.735 0.607 0.607 
0.918 0.681 0.681 
0.618 1.147 1.147 
0.767 0.507 0.507 
0.333 1.533 1.533 
0.967 0.660 0.660 
0.634 0.765 0.765 
0.751 1.054 1.054 
<><><><><><><><> 
Response (Std deviation):  2.21 
RT (mean):  0.86 
Consistency:  0.92 
<><><><><><><><> 
End: 05-Mar-2014 11:54:06 
