<><><><><><><><> 
Begin: 06-Feb-2014 18:44:27 
0.468 0.460 0.460 
0.917 0.394 0.394 
0.601 1.434 1.434 
0.700 2.472 2.472 
0.668 1.028 1.028 
0.768 0.941 0.941 
0.233 1.860 1.860 
0.617 0.941 0.941 
0.234 1.586 1.586 
0.868 1.214 1.214 
0.483 0.974 0.974 
0.884 0.646 0.646 
0.402 0.864 0.864 
0.667 1.357 1.357 
0.950 1.061 1.061 
0.234 1.236 1.236 
0.251 1.729 1.729 
0.216 1.433 1.433 
0.751 1.073 1.073 
0.683 1.543 1.543 
0.299 0.678 0.678 
0.835 1.192 1.192 
0.701 1.029 1.029 
0.251 0.953 0.953 
0.251 0.831 0.831 
0.317 1.259 1.259 
0.835 0.919 0.919 
0.284 0.765 0.765 
0.400 0.612 0.612 
0.400 0.602 0.602 
0.284 0.831 0.831 
0.884 1.028 1.028 
0.766 0.624 0.624 
0.784 1.323 1.323 
0.717 0.689 0.689 
0.617 0.515 0.515 
0.467 0.668 0.668 
0.735 1.487 1.487 
0.300 1.029 1.029 
0.317 1.039 1.039 
0.218 1.259 1.259 
0.968 1.258 1.258 
0.984 0.668 0.668 
0.301 0.547 0.547 
0.583 0.580 0.580 
0.733 1.334 1.334 
0.435 1.170 1.170 
0.800 1.455 1.455 
0.652 1.105 1.105 
0.551 1.379 1.379 
0.417 0.886 0.886 
0.800 0.733 0.733 
0.919 0.701 0.701 
0.785 1.302 1.302 
0.533 1.544 1.544 
0.952 1.160 1.160 
0.400 0.558 0.558 
0.634 0.547 0.547 
0.968 0.755 0.755 
0.417 1.445 1.445 
0.402 0.821 0.821 
0.951 1.237 1.237 
0.250 1.465 1.465 
0.435 0.920 0.920 
0.684 1.334 1.334 
0.367 1.226 1.226 
0.716 0.712 0.712 
0.835 1.597 1.597 
0.601 0.974 0.974 
0.717 1.270 1.270 
0.833 0.766 0.766 
0.384 1.422 1.422 
0.684 0.942 0.942 
0.300 0.657 0.657 
0.618 0.438 0.438 
0.868 1.214 1.214 
0.933 0.613 0.613 
0.602 1.171 1.171 
0.417 0.853 0.853 
0.734 0.679 0.679 
0.933 1.410 1.410 
0.617 0.931 0.931 
0.984 1.446 1.446 
0.367 1.203 1.203 
0.284 0.875 0.875 
0.435 1.532 1.532 
0.517 0.996 0.996 
0.533 1.740 1.740 
0.451 1.050 1.050 
0.751 0.842 0.842 
0.283 1.215 1.215 
0.516 0.635 0.635 
0.434 0.558 0.558 
0.451 0.570 0.570 
0.283 0.526 0.526 
0.684 0.503 0.503 
0.433 0.514 0.514 
0.333 1.497 1.497 
0.200 0.862 0.862 
0.434 0.516 0.516 
0.651 0.872 0.872 
0.900 0.615 0.615 
0.233 0.593 0.593 
0.934 1.754 1.754 
0.301 0.689 0.689 
0.868 1.226 1.226 
0.850 0.982 0.982 
0.934 0.689 0.689 
0.318 0.668 0.668 
0.601 1.170 1.170 
0.533 0.602 0.602 
0.334 0.897 0.897 
0.667 1.400 1.400 
0.685 0.591 0.591 
0.368 0.635 0.635 
0.618 0.876 0.876 
1.000 0.753 0.753 
0.601 0.644 0.644 
0.766 1.001 1.001 
0.534 0.751 0.751 
0.234 1.170 1.170 
0.434 0.459 0.459 
0.850 0.394 0.394 
0.484 1.225 1.225 
0.267 0.690 0.690 
0.616 1.082 1.082 
0.501 0.624 0.624 
0.800 0.591 0.591 
0.617 1.083 1.083 
<><><><><><><><> 
Response (Std deviation):  2.19 
RT (mean):  0.94 
Consistency:  0.81 
<><><><><><><><> 
End: 06-Feb-2014 18:50:44 
