<><><><><><><><> 
Begin: 06-Feb-2014 18:51:43 
0.467 0.590 0.590 
0.919 0.831 0.831 
0.601 0.667 0.667 
0.701 0.788 0.788 
0.666 0.580 0.580 
0.767 0.820 0.820 
0.234 0.547 0.547 
0.633 1.357 1.357 
0.234 0.755 0.755 
0.867 0.766 0.766 
0.467 0.525 0.525 
0.885 1.248 1.248 
0.401 1.455 1.455 
0.669 0.766 0.766 
0.952 0.634 0.634 
0.233 0.886 0.886 
0.249 0.809 0.809 
0.218 0.842 0.842 
0.752 1.181 1.181 
0.685 0.777 0.777 
0.300 0.854 0.854 
0.834 0.514 0.514 
0.701 0.635 0.635 
0.250 1.039 1.039 
0.251 0.984 0.984 
0.317 0.876 0.876 
0.834 0.864 0.864 
0.284 0.962 0.962 
0.400 0.449 0.449 
0.401 0.427 0.427 
0.284 0.634 0.634 
0.885 0.908 0.908 
0.768 0.536 0.536 
0.784 0.645 0.645 
0.717 0.755 0.755 
0.617 0.745 0.745 
0.467 0.887 0.887 
0.735 0.788 0.788 
0.301 0.777 0.777 
0.318 0.886 0.886 
0.218 0.865 0.865 
0.969 0.514 0.514 
0.984 1.051 1.051 
0.300 0.766 0.766 
0.584 1.007 1.007 
0.734 0.898 0.898 
0.434 0.799 0.799 
0.800 0.515 0.515 
0.652 0.875 0.875 
0.551 0.777 0.777 
0.417 1.247 1.247 
0.800 0.963 0.963 
0.918 0.908 0.908 
0.784 1.259 1.259 
0.534 1.061 1.061 
0.952 0.722 0.722 
0.399 0.602 0.602 
0.634 0.832 0.832 
0.968 0.984 0.984 
0.417 0.984 0.984 
0.402 1.051 1.051 
0.951 1.040 1.040 
0.251 0.930 0.930 
0.449 0.635 0.635 
0.684 0.996 0.996 
0.367 0.832 0.832 
0.716 1.248 1.248 
0.833 1.105 1.105 
0.600 1.050 1.050 
0.719 0.963 0.963 
0.834 0.559 0.559 
0.385 1.094 1.094 
0.685 0.656 0.656 
0.300 0.569 0.569 
0.618 0.580 0.580 
0.867 0.754 0.754 
0.934 1.094 1.094 
0.601 1.105 1.105 
0.417 0.515 0.515 
0.717 0.525 0.525 
0.934 0.569 0.569 
0.617 1.914 1.914 
0.985 0.941 0.941 
0.367 0.657 0.657 
0.299 0.591 0.591 
0.433 0.602 0.602 
0.517 0.460 0.460 
0.534 1.072 1.072 
0.450 0.755 0.755 
0.751 0.613 0.613 
0.284 0.767 0.767 
0.518 1.006 1.006 
0.434 0.558 0.558 
0.451 0.844 0.844 
0.283 0.756 0.756 
0.683 0.635 0.635 
0.434 1.226 1.226 
0.334 1.138 1.138 
0.201 1.774 1.774 
0.433 0.700 0.700 
0.651 0.690 0.690 
0.902 1.018 1.018 
0.235 0.842 0.842 
0.933 0.700 0.700 
0.300 0.526 0.526 
0.868 0.558 0.558 
0.851 0.581 0.581 
0.935 0.515 0.515 
0.317 0.678 0.678 
0.601 1.312 1.312 
0.534 0.941 0.941 
0.334 0.766 0.766 
0.667 0.624 0.624 
0.684 0.515 0.515 
0.366 0.558 0.558 
0.616 0.438 0.438 
1.001 1.225 1.225 
0.600 1.170 1.170 
0.766 0.580 0.580 
0.534 0.624 0.624 
0.234 0.559 0.559 
0.434 0.471 0.471 
0.851 0.416 0.416 
0.485 0.471 0.471 
0.266 1.248 1.248 
0.617 0.602 0.602 
0.502 0.558 0.558 
0.801 0.493 0.493 
0.617 1.148 1.148 
<><><><><><><><> 
Response (Std deviation):  2.36 
RT (mean):  0.84 
Consistency:  0.74 
<><><><><><><><> 
End: 06-Feb-2014 18:57:34 
