<><><><><><><><> 
Begin: 04-Mar-2014 15:59:18 
0.585 2.347 2.347 
0.318 1.594 1.594 
0.834 1.907 1.907 
0.284 1.544 1.544 
0.434 0.733 0.733 
0.400 1.778 1.778 
0.633 1.401 1.401 
0.283 3.903 3.903 
0.534 0.747 0.747 
0.284 2.050 2.050 
0.300 1.389 1.389 
0.834 2.720 2.720 
0.433 2.887 2.887 
0.684 1.856 1.856 
0.967 0.651 0.651 
0.551 3.998 4.583 
0.767 2.108 2.108 
0.818 1.529 1.529 
0.551 2.893 2.893 
0.734 1.303 1.303 
0.283 1.228 1.228 
0.952 0.739 0.739 
0.351 0.750 0.750 
0.417 2.042 2.042 
0.834 2.232 2.232 
0.600 2.368 2.368 
0.818 2.947 2.947 
0.517 1.842 1.842 
0.417 2.139 2.139 
0.233 1.270 1.270 
0.735 3.279 3.279 
0.550 0.877 0.877 
0.567 1.794 1.794 
0.684 2.280 2.280 
0.250 3.998 5.885 
0.451 1.136 1.136 
0.819 1.826 1.826 
0.767 3.361 3.361 
0.301 2.426 2.426 
0.300 1.498 1.498 
0.284 1.409 1.409 
0.216 1.594 1.594 
0.550 2.202 2.202 
0.734 2.981 2.981 
0.784 1.375 1.375 
0.634 2.545 2.545 
0.284 1.160 1.160 
0.717 0.983 0.983 
0.301 0.564 0.564 
0.317 2.108 2.108 
0.284 1.649 1.649 
0.318 3.195 3.195 
0.335 2.777 2.777 
0.367 3.852 3.852 
0.450 1.097 1.097 
0.451 0.550 0.550 
0.383 0.551 0.551 
0.400 1.885 1.885 
0.918 3.050 3.050 
0.767 1.494 1.494 
0.651 2.074 2.074 
0.351 1.380 1.380 
0.366 2.445 2.445 
0.267 3.987 4.951 
0.934 1.201 1.201 
0.768 0.836 0.836 
0.651 2.341 2.341 
0.450 2.021 2.021 
0.333 0.885 0.885 
0.701 1.283 1.283 
1.001 1.481 1.481 
0.334 1.351 1.351 
0.416 1.931 1.931 
0.517 2.335 2.335 
0.267 1.676 1.676 
0.750 1.206 1.206 
0.533 1.014 1.014 
0.984 2.024 2.024 
0.518 1.276 1.276 
0.701 1.566 1.566 
0.333 0.978 0.978 
0.517 1.671 1.671 
0.334 3.384 3.384 
0.817 1.690 1.690 
0.900 1.071 1.071 
0.484 1.462 1.462 
0.751 1.485 1.485 
0.434 1.334 1.334 
0.634 1.049 1.049 
0.868 1.502 1.502 
0.684 2.151 2.151 
0.468 1.337 1.337 
0.450 1.252 1.252 
0.567 1.298 1.298 
0.535 1.213 1.213 
0.500 0.949 0.949 
0.651 2.480 2.480 
0.801 1.253 1.253 
0.550 3.646 3.646 
0.551 2.948 2.948 
0.301 1.904 1.904 
0.216 1.774 1.774 
0.434 0.875 0.875 
0.450 2.417 2.417 
0.733 1.721 1.721 
0.968 2.315 2.315 
0.950 1.794 1.794 
0.567 2.057 2.057 
0.400 1.867 1.867 
0.818 1.635 1.635 
0.817 1.507 1.507 
0.801 2.572 2.572 
0.801 2.957 2.957 
0.284 1.011 1.011 
0.751 1.845 1.845 
0.567 2.002 2.002 
0.368 1.130 1.130 
0.284 1.339 1.339 
0.868 1.434 1.434 
0.350 1.424 1.424 
0.334 1.384 1.384 
0.735 1.579 1.579 
0.919 1.356 1.356 
0.617 1.580 1.580 
0.768 1.538 1.538 
0.333 0.721 0.721 
0.967 2.005 2.005 
0.634 1.538 1.538 
0.751 1.330 1.330 
<><><><><><><><> 
Response (Std deviation):  1.90 
RT (mean):  1.82 
Consistency:  0.93 
<><><><><><><><> 
End: 04-Mar-2014 16:08:56 
