<><><><><><><><> 
Begin: 06-Feb-2014 15:15:15 
0.450 3.916 3.916 
0.768 2.812 2.812 
0.734 2.111 2.111 
0.634 2.715 2.715 
0.768 1.511 1.511 
0.735 1.381 1.381 
0.350 1.488 1.488 
0.301 1.522 1.522 
1.001 1.839 1.839 
0.333 1.752 1.752 
0.234 2.155 2.155 
0.652 1.061 1.061 
0.900 1.729 1.729 
0.734 1.116 1.116 
0.350 2.463 2.463 
0.501 1.138 1.138 
0.567 1.948 1.948 
0.984 0.832 0.832 
0.334 1.248 1.248 
0.885 2.101 2.101 
0.717 2.067 2.067 
0.501 2.221 2.221 
0.350 0.690 0.690 
0.551 1.138 1.138 
0.583 1.696 1.696 
0.299 1.171 1.171 
0.667 1.631 1.631 
0.383 1.586 1.586 
0.516 2.134 2.134 
0.667 2.013 2.013 
0.401 1.500 1.500 
0.434 1.840 1.840 
0.701 1.543 1.543 
0.416 2.593 2.593 
0.868 1.116 1.116 
0.985 1.105 1.105 
0.785 1.127 1.127 
0.484 1.652 1.652 
0.667 2.910 2.910 
0.284 1.827 1.827 
0.934 1.489 1.489 
0.900 2.659 2.659 
0.851 4.004 4.371 
0.417 1.444 1.444 
0.683 1.117 1.117 
0.216 2.517 2.517 
0.550 1.422 1.422 
0.451 2.133 2.133 
0.335 1.959 1.959 
0.349 1.904 1.904 
0.535 0.569 0.569 
0.284 0.590 0.590 
0.683 2.035 2.035 
0.584 1.653 1.653 
0.768 2.560 2.560 
0.766 0.350 0.350 
0.717 1.632 1.632 
0.233 1.247 1.247 
0.251 1.423 1.423 
0.451 0.373 0.373 
0.634 0.744 0.744 
0.734 1.346 1.346 
0.534 2.505 2.505 
0.851 1.608 1.608 
0.784 1.763 1.763 
0.985 2.243 2.243 
0.633 1.106 1.106 
0.468 1.686 1.686 
0.283 2.232 2.232 
0.684 1.543 1.543 
0.819 1.346 1.346 
0.533 1.740 1.740 
0.283 1.981 1.981 
0.416 1.927 1.927 
0.334 2.465 2.465 
0.434 1.215 1.215 
0.551 1.238 1.238 
0.618 2.648 2.648 
0.568 1.291 1.291 
0.901 0.799 0.799 
0.618 0.678 0.678 
0.951 0.996 0.996 
0.717 0.875 0.875 
0.968 1.883 1.883 
0.400 1.839 1.839 
0.751 0.755 0.755 
0.434 1.270 1.270 
0.734 0.798 0.798 
0.767 0.755 0.755 
0.250 0.908 0.908 
0.400 0.788 0.788 
0.385 1.674 1.674 
0.735 0.558 0.558 
0.883 0.897 0.897 
0.484 0.722 0.722 
0.834 1.609 1.609 
0.751 1.805 1.805 
0.201 0.777 0.777 
0.685 0.932 0.932 
0.517 1.478 1.478 
0.934 1.259 1.259 
0.201 2.385 2.385 
0.567 1.838 1.838 
0.534 2.867 2.867 
0.567 2.211 2.211 
0.819 2.548 2.548 
0.466 1.738 1.738 
0.834 2.375 2.375 
0.584 0.810 0.810 
0.234 1.007 1.007 
0.350 0.646 0.646 
0.784 1.083 1.083 
0.585 1.116 1.116 
0.334 0.810 0.810 
0.484 1.018 1.018 
0.684 1.412 1.412 
0.351 1.226 1.226 
0.801 0.744 0.744 
0.400 1.554 1.554 
0.934 1.389 1.389 
0.418 1.084 1.084 
0.819 0.623 0.623 
0.350 0.974 0.974 
0.434 1.029 1.029 
0.283 1.762 1.762 
0.668 0.755 0.755 
0.752 1.378 1.378 
0.633 1.555 1.555 
0.551 1.992 1.992 
<><><><><><><><> 
Response (Std deviation):  2.16 
RT (mean):  1.71 
Consistency:  0.80 
<><><><><><><><> 
End: 06-Feb-2014 15:24:36 
