<><><><><><><><> 
Begin: 06-Feb-2014 15:25:52 
0.449 0.777 0.777 
0.767 1.073 1.073 
0.734 1.051 1.051 
0.634 1.313 1.313 
0.768 0.798 0.798 
0.734 1.882 1.882 
0.351 1.872 1.872 
0.301 1.181 1.181 
1.000 1.281 1.281 
0.334 1.336 1.336 
0.234 0.997 0.997 
0.651 1.610 1.610 
0.901 1.542 1.542 
0.733 0.810 0.810 
0.350 1.291 1.291 
0.500 1.270 1.270 
0.567 1.619 1.619 
0.984 1.740 1.740 
0.333 0.712 0.712 
0.884 1.597 1.597 
0.718 1.313 1.313 
0.502 1.062 1.062 
0.351 1.325 1.325 
0.550 1.401 1.401 
0.585 1.325 1.325 
0.301 1.324 1.324 
0.667 1.576 1.576 
0.383 1.303 1.303 
0.517 1.411 1.411 
0.667 1.050 1.050 
0.401 1.303 1.303 
0.433 1.575 1.575 
0.702 0.788 0.788 
0.417 1.443 1.443 
0.868 1.335 1.335 
0.985 1.347 1.347 
0.785 1.619 1.619 
0.484 0.679 0.679 
0.667 1.148 1.148 
0.284 0.689 0.689 
0.933 0.635 0.635 
0.901 1.643 1.643 
0.851 0.887 0.887 
0.417 1.116 1.116 
0.683 1.095 1.095 
0.217 1.303 1.303 
0.551 0.974 0.974 
0.451 0.821 0.821 
0.335 0.799 0.799 
0.350 1.084 1.084 
0.535 0.646 0.646 
0.283 0.952 0.952 
0.684 0.700 0.700 
0.585 1.467 1.467 
0.768 0.822 0.822 
0.766 0.964 0.964 
0.717 1.597 1.597 
0.234 1.073 1.073 
0.266 1.270 1.270 
0.451 0.810 0.810 
0.634 1.018 1.018 
0.734 1.477 1.477 
0.534 1.303 1.303 
0.851 1.334 1.334 
0.784 0.711 0.711 
0.984 1.117 1.117 
0.634 0.646 0.646 
0.468 0.711 0.711 
0.284 0.711 0.711 
0.684 1.291 1.291 
0.833 0.755 0.755 
0.535 0.843 0.843 
0.268 0.471 0.471 
0.416 0.624 0.624 
0.334 1.436 1.436 
0.434 1.073 1.073 
0.552 1.008 1.008 
0.617 0.876 0.876 
0.568 1.391 1.391 
0.902 1.597 1.597 
0.618 0.843 0.843 
0.951 0.963 0.963 
0.717 1.872 1.872 
0.968 0.722 0.722 
0.401 1.292 1.292 
0.751 1.663 1.663 
0.434 0.952 0.952 
0.734 1.817 1.817 
0.751 0.777 0.777 
0.251 0.667 0.667 
0.400 1.434 1.434 
0.384 2.352 2.352 
0.734 0.941 0.941 
0.883 0.788 0.788 
0.483 0.985 0.985 
0.834 1.598 1.598 
0.750 0.842 0.842 
0.201 0.832 0.832 
0.685 0.733 0.733 
0.517 0.843 0.843 
0.935 0.940 0.940 
0.200 1.258 1.258 
0.567 1.510 1.510 
0.550 1.631 1.631 
0.567 0.799 0.799 
0.819 0.985 0.985 
0.467 0.636 0.636 
0.834 0.854 0.854 
0.585 1.433 1.433 
0.233 1.565 1.565 
0.350 0.624 0.624 
0.784 0.274 0.274 
0.584 0.700 0.700 
0.318 1.587 1.587 
0.484 0.876 0.876 
0.685 0.954 0.954 
0.351 1.270 1.270 
0.801 0.515 0.515 
0.400 0.591 0.591 
0.934 0.777 0.777 
0.418 1.128 1.128 
0.818 0.581 0.581 
0.350 0.427 0.427 
0.434 0.514 0.514 
0.267 0.492 0.492 
0.667 1.072 1.072 
0.751 0.700 0.700 
0.634 0.799 0.799 
0.550 0.701 0.701 
<><><><><><><><> 
Response (Std deviation):  2.03 
RT (mean):  1.07 
Consistency:  0.78 
<><><><><><><><> 
End: 06-Feb-2014 15:32:40 
