<><><><><><><><> 
Begin: 08-Mar-2014 11:44:52 
0.585 0.868 0.868 
0.317 1.571 1.571 
0.833 0.887 0.887 
0.284 1.538 1.538 
0.433 1.425 1.425 
0.400 1.164 1.164 
0.634 1.008 1.008 
0.282 1.049 1.049 
0.533 1.649 1.649 
0.284 0.880 0.880 
0.299 2.553 2.553 
0.835 0.696 0.696 
0.434 0.822 0.822 
0.684 0.975 0.975 
0.967 3.045 3.045 
0.551 1.482 1.482 
0.767 0.835 0.835 
0.818 0.706 0.706 
0.551 1.754 1.754 
0.734 2.293 2.293 
0.283 0.742 0.742 
0.951 1.465 1.465 
0.350 1.091 1.091 
0.417 2.415 2.415 
0.834 1.143 1.143 
0.600 0.746 0.746 
0.817 1.068 1.068 
0.518 1.019 1.019 
0.417 1.591 1.591 
0.233 0.830 0.830 
0.735 0.936 0.936 
0.551 0.603 0.603 
0.567 0.529 0.529 
0.684 1.071 1.071 
0.250 1.058 1.058 
0.452 1.067 1.067 
0.818 1.440 1.440 
0.767 0.746 0.746 
0.301 1.077 1.077 
0.302 2.263 2.263 
0.283 1.404 1.404 
0.217 0.828 0.828 
0.534 1.957 1.957 
0.734 1.011 1.011 
0.784 1.514 1.514 
0.634 1.580 1.580 
0.283 0.905 0.905 
0.716 1.033 1.033 
0.301 0.733 0.733 
0.316 3.864 3.864 
0.284 3.431 3.431 
0.316 1.545 1.545 
0.334 0.901 0.901 
0.367 0.684 0.684 
0.450 0.530 0.530 
0.450 1.780 1.780 
0.383 0.878 0.878 
0.401 1.036 1.036 
0.918 1.259 1.259 
0.767 1.372 1.372 
0.651 1.371 1.371 
0.351 0.685 0.685 
0.368 1.209 1.209 
0.267 0.818 0.818 
0.934 1.268 1.268 
0.768 0.892 0.892 
0.651 1.035 1.035 
0.450 0.954 0.954 
0.334 1.162 1.162 
0.701 1.535 1.535 
1.001 1.845 1.845 
0.333 1.923 1.923 
0.417 0.993 0.993 
0.517 1.259 1.259 
0.268 2.095 2.095 
0.751 1.589 1.589 
0.518 0.846 0.846 
0.985 0.827 0.827 
0.517 0.733 0.733 
0.701 1.852 1.852 
0.334 0.783 0.783 
0.517 2.228 2.228 
0.335 1.843 1.843 
0.817 1.724 1.724 
0.902 2.481 2.481 
0.483 1.431 1.431 
0.751 0.818 0.818 
0.434 1.012 1.012 
0.633 3.034 3.034 
0.869 0.637 0.637 
0.684 1.332 1.332 
0.467 0.758 0.758 
0.450 1.282 1.282 
0.567 1.724 1.724 
0.534 1.596 1.596 
0.483 0.773 0.773 
0.650 0.614 0.614 
0.802 1.249 1.249 
0.550 1.543 1.543 
0.552 0.734 0.734 
0.301 1.447 1.447 
0.217 1.047 1.047 
0.435 0.882 0.882 
0.451 1.279 1.279 
0.734 0.938 0.938 
0.968 1.540 1.540 
0.951 1.092 1.092 
0.567 1.333 1.333 
0.401 0.831 0.831 
0.818 1.717 1.717 
0.818 0.800 0.800 
0.801 1.903 1.903 
0.801 1.586 1.586 
0.285 1.699 1.699 
0.751 1.648 1.648 
0.583 1.505 1.505 
0.368 1.205 1.205 
0.284 0.879 0.879 
0.867 0.813 0.813 
0.350 0.939 0.939 
0.334 2.056 2.056 
0.735 1.235 1.235 
0.918 1.468 1.468 
0.618 1.037 1.037 
0.768 0.973 0.973 
0.334 1.333 1.333 
0.968 1.117 1.117 
0.634 1.277 1.277 
0.751 1.650 1.650 
<><><><><><><><> 
Response (Std deviation):  2.25 
RT (mean):  1.34 
Consistency:  0.86 
<><><><><><><><> 
End: 08-Mar-2014 11:52:35 
