<><><><><><><><> 
Begin: 21-Feb-2014 13:37:53 
0.583 1.303 1.303 
0.316 1.061 1.061 
0.834 1.313 1.313 
0.284 1.466 1.466 
0.434 1.674 1.674 
0.400 1.750 1.750 
0.634 0.995 0.995 
0.284 1.510 1.510 
0.533 0.984 0.984 
0.285 1.904 1.904 
0.300 1.347 1.347 
0.834 2.428 2.428 
0.434 1.279 1.279 
0.685 0.963 0.963 
0.967 1.226 1.226 
0.550 1.084 1.084 
0.751 1.028 1.028 
0.817 0.777 0.777 
0.552 1.106 1.106 
0.734 1.116 1.116 
0.284 0.941 0.941 
0.952 0.754 0.754 
0.350 1.553 1.553 
0.417 1.696 1.696 
0.834 1.105 1.105 
0.601 0.898 0.898 
0.818 1.632 1.632 
0.517 1.466 1.466 
0.418 0.986 0.986 
0.234 1.018 1.018 
0.734 0.974 0.974 
0.552 0.788 0.788 
0.567 1.422 1.422 
0.684 1.445 1.445 
0.250 1.171 1.171 
0.451 2.067 2.067 
0.818 1.444 1.444 
0.768 0.908 0.908 
0.300 1.357 1.357 
0.300 1.564 1.564 
0.284 1.423 1.423 
0.216 0.449 0.449 
0.535 0.712 0.712 
0.734 1.728 1.728 
0.785 0.923 0.923 
0.634 0.916 0.916 
0.285 1.621 1.621 
0.700 2.276 2.276 
0.300 1.214 1.214 
0.317 1.357 1.357 
0.284 1.181 1.181 
0.318 0.591 0.591 
0.334 0.766 0.766 
0.367 0.690 0.690 
0.451 0.821 0.821 
0.451 1.643 1.643 
0.384 0.955 0.955 
0.401 1.413 1.413 
0.917 1.665 1.665 
0.768 1.204 1.204 
0.650 1.652 1.652 
0.350 0.897 0.897 
0.367 1.170 1.170 
0.267 0.723 0.723 
0.934 3.634 3.634 
0.768 0.755 0.755 
0.651 0.602 0.602 
0.451 0.711 0.711 
0.334 0.689 0.689 
0.701 1.148 1.148 
1.001 0.844 0.844 
0.334 0.862 0.862 
0.401 0.914 0.914 
0.517 1.115 1.115 
0.267 1.061 1.061 
0.751 0.821 0.821 
0.517 0.843 0.843 
0.985 1.160 1.160 
0.517 1.127 1.127 
0.701 1.456 1.456 
0.334 0.733 0.733 
0.501 0.996 0.996 
0.333 0.965 0.965 
0.801 0.809 0.809 
0.902 1.565 1.565 
0.485 1.522 1.522 
0.751 2.188 2.188 
0.434 1.215 1.215 
0.634 1.138 1.138 
0.868 0.624 0.624 
0.683 0.886 0.886 
0.468 0.974 0.974 
0.434 1.139 1.139 
0.567 2.123 2.123 
0.533 0.821 0.821 
0.483 1.510 1.510 
0.651 1.149 1.149 
0.801 0.777 0.777 
0.551 3.229 3.229 
0.552 1.259 1.259 
0.301 1.467 1.467 
0.217 1.236 1.236 
0.435 0.942 0.942 
0.451 0.931 0.931 
0.718 4.005 4.459 
0.968 0.996 0.996 
0.951 1.017 1.017 
0.568 0.908 0.908 
0.400 0.777 0.777 
0.818 0.985 0.985 
0.818 1.291 1.291 
0.800 1.663 1.663 
0.801 0.963 0.963 
0.285 0.810 0.810 
0.751 0.624 0.624 
0.567 1.632 1.632 
0.368 1.193 1.193 
0.284 0.985 0.985 
0.868 0.908 0.908 
0.350 1.149 1.149 
0.333 1.641 1.641 
0.735 1.040 1.040 
0.919 0.920 0.920 
0.617 0.766 0.766 
0.768 0.832 0.832 
0.317 0.745 0.745 
0.967 0.787 0.787 
0.635 0.777 0.777 
0.752 0.734 0.734 
<><><><><><><><> 
Response (Std deviation):  2.14 
RT (mean):  1.29 
Consistency:  0.55 
<><><><><><><><> 
End: 21-Feb-2014 13:45:25 
