<><><><><><><><> 
Begin: 21-Feb-2014 13:29:49 
0.583 0.919 0.919 
0.317 1.194 1.194 
0.834 0.821 0.821 
0.284 0.932 0.932 
0.433 1.696 1.696 
0.400 3.578 3.578 
0.634 1.358 1.358 
0.284 1.116 1.116 
0.534 1.521 1.521 
0.283 1.542 1.542 
0.300 1.258 1.258 
0.834 0.875 0.875 
0.434 1.991 1.991 
0.684 1.455 1.455 
0.968 0.909 0.909 
0.551 1.488 1.488 
0.750 0.919 0.919 
0.802 0.712 0.712 
0.551 1.323 1.323 
0.733 1.728 1.728 
0.282 1.149 1.149 
0.951 0.995 0.995 
0.350 1.051 1.051 
0.417 0.755 0.755 
0.834 1.127 1.127 
0.601 0.744 0.744 
0.817 0.667 0.667 
0.518 0.656 0.656 
0.417 0.635 0.635 
0.234 0.875 0.875 
0.734 1.346 1.346 
0.552 0.690 0.690 
0.566 0.679 0.679 
0.684 0.624 0.624 
0.249 0.744 0.744 
0.449 0.766 0.766 
0.817 1.203 1.203 
0.767 1.630 1.630 
0.301 1.083 1.083 
0.300 0.919 0.919 
0.283 0.799 0.799 
0.216 0.810 0.810 
0.534 0.569 0.569 
0.733 0.668 0.668 
0.784 1.149 1.149 
0.634 1.291 1.291 
0.284 2.385 2.385 
0.700 2.122 2.122 
0.300 2.407 2.407 
0.317 2.462 2.462 
0.283 1.991 1.991 
0.318 0.831 0.831 
0.334 1.882 1.882 
0.367 1.159 1.159 
0.450 1.236 1.236 
0.451 0.833 0.833 
0.384 1.598 1.598 
0.401 1.084 1.084 
0.918 0.962 0.962 
0.766 0.799 0.799 
0.650 1.116 1.116 
0.349 0.799 0.799 
0.367 1.007 1.007 
0.266 0.952 0.952 
0.935 1.772 1.772 
0.767 0.776 0.776 
0.650 0.712 0.712 
0.451 0.810 0.810 
0.335 2.801 2.801 
0.701 1.280 1.280 
1.001 2.505 2.505 
0.333 0.864 0.864 
0.417 1.061 1.061 
0.516 1.127 1.127 
0.267 0.799 0.799 
0.751 0.722 0.722 
0.518 0.656 0.656 
0.985 0.756 0.756 
0.517 0.810 0.810 
0.702 0.613 0.613 
0.333 0.854 0.854 
0.501 0.886 0.886 
0.333 0.963 0.963 
0.801 0.832 0.832 
0.902 0.865 0.865 
0.483 0.690 0.690 
0.752 0.766 0.766 
0.434 0.722 0.722 
0.633 2.133 2.133 
0.869 0.690 0.690 
0.685 1.314 1.314 
0.467 2.047 2.047 
0.450 1.379 1.379 
0.567 1.532 1.532 
0.533 1.127 1.127 
0.485 0.941 0.941 
0.650 0.646 0.646 
0.801 0.689 0.689 
0.534 2.013 2.013 
0.550 1.247 1.247 
0.300 1.859 1.859 
0.217 2.681 2.681 
0.434 2.113 2.113 
0.450 2.397 2.397 
0.733 1.696 1.696 
0.968 0.996 0.996 
0.951 0.821 0.821 
0.567 0.876 0.876 
0.400 0.984 0.984 
0.819 0.843 0.843 
0.817 0.809 0.809 
0.801 0.765 0.765 
0.801 0.931 0.931 
0.285 1.237 1.237 
0.751 0.656 0.656 
0.568 0.843 0.843 
0.367 1.226 1.226 
0.285 0.887 0.887 
0.866 0.679 0.679 
0.349 0.941 0.941 
0.333 0.744 0.744 
0.734 0.679 0.679 
0.919 0.788 0.788 
0.618 0.865 0.865 
0.767 0.700 0.700 
0.318 0.876 0.876 
0.967 0.886 0.886 
0.633 0.886 0.886 
0.751 0.656 0.656 
<><><><><><><><> 
Response (Std deviation):  2.23 
RT (mean):  1.27 
Consistency:  0.57 
<><><><><><><><> 
End: 21-Feb-2014 13:37:14 
