<><><><><><><><> 
Begin: 27-Feb-2014 11:51:29 
0.768 1.200 1.200 
0.217 0.674 0.674 
0.851 0.476 0.476 
0.318 0.729 0.729 
0.584 0.477 0.477 
0.417 0.632 0.632 
0.501 0.566 0.566 
0.735 0.429 0.429 
0.333 0.591 0.591 
0.433 0.918 0.918 
0.367 1.188 1.188 
0.367 0.776 0.776 
0.467 1.702 1.702 
0.901 1.457 1.457 
0.583 2.700 2.700 
0.534 1.381 1.381 
0.351 1.804 1.804 
0.984 2.026 2.026 
0.533 0.885 0.885 
0.884 0.937 0.937 
0.701 1.284 1.284 
0.500 2.221 2.221 
0.902 1.069 1.069 
0.834 2.162 2.162 
0.568 1.137 1.137 
0.851 0.990 0.990 
0.917 1.014 1.014 
0.551 2.458 2.458 
0.467 2.516 2.516 
0.684 0.787 0.787 
0.917 1.558 1.558 
0.768 2.119 2.119 
0.501 1.278 1.278 
0.784 2.249 2.249 
0.968 0.655 0.655 
0.633 1.269 1.269 
0.635 1.293 1.293 
0.451 1.255 1.255 
0.266 1.466 1.466 
0.350 0.586 0.586 
0.284 0.694 0.694 
0.567 2.252 2.252 
0.217 1.744 1.744 
0.935 1.241 1.241 
0.717 1.358 1.358 
0.200 1.448 1.448 
0.233 1.319 1.319 
0.368 0.706 0.706 
0.567 1.183 1.183 
0.301 1.198 1.198 
0.217 1.224 1.224 
0.784 0.965 0.965 
0.484 0.697 0.697 
0.834 0.818 0.818 
0.551 0.820 0.820 
0.550 2.263 2.263 
0.250 1.962 1.962 
0.250 0.558 0.558 
0.283 0.549 0.549 
0.684 0.777 0.777 
0.400 0.649 0.649 
0.884 0.802 0.802 
0.884 0.660 0.660 
0.982 1.015 1.015 
0.600 0.725 0.725 
0.384 0.678 0.678 
0.384 0.512 0.512 
0.634 0.515 0.515 
0.817 0.709 0.709 
0.484 1.871 1.871 
0.567 2.412 2.412 
0.718 0.768 0.768 
0.935 0.847 0.847 
0.333 1.151 1.151 
0.784 0.696 0.696 
0.667 0.539 0.539 
0.551 0.535 0.535 
0.917 0.682 0.682 
0.518 0.398 0.398 
0.351 1.091 1.091 
0.717 0.286 0.286 
0.700 0.309 0.309 
0.467 0.311 0.311 
0.850 0.144 0.144 
1.001 0.012 0.012 
0.984 0.493 0.493 
0.300 0.421 0.421 
0.384 0.427 0.427 
0.217 0.710 0.710 
0.685 0.109 0.109 
0.300 0.012 0.012 
0.534 0.059 0.059 
0.917 0.012 0.012 
0.634 0.747 0.747 
0.501 0.635 0.635 
0.368 0.610 0.610 
0.550 0.348 0.348 
0.968 0.012 0.012 
0.300 1.045 1.045 
0.584 0.542 0.542 
0.884 0.374 0.374 
0.234 0.361 0.361 
0.751 0.288 0.288 
0.984 0.096 0.096 
0.434 0.012 0.012 
0.317 0.011 0.011 
0.751 1.714 1.714 
0.935 0.439 0.439 
0.700 0.334 0.334 
0.918 0.285 0.285 
0.351 0.355 0.355 
0.801 0.012 0.012 
0.484 0.501 0.501 
0.534 0.216 0.216 
0.334 0.299 0.299 
0.868 0.012 0.012 
0.701 0.083 0.083 
0.801 0.072 0.072 
0.851 0.012 0.012 
0.250 0.362 0.362 
0.968 0.289 0.289 
0.600 0.046 0.046 
0.801 0.012 0.012 
0.802 0.012 0.012 
0.868 0.012 0.012 
0.334 1.344 1.344 
0.568 1.133 1.133 
0.701 0.721 0.721 
0.952 0.702 0.702 
<><><><><><><><> 
Response (Std deviation):  2.52 
RT (mean):  0.96 
Consistency:  0.53 
<><><><><><><><> 
End: 27-Feb-2014 11:57:55 
