<><><><><><><><> 
Begin: 27-Feb-2014 11:43:19 
0.768 1.259 1.259 
0.218 3.250 3.250 
0.851 1.332 1.332 
0.317 1.634 1.634 
0.584 1.395 1.395 
0.400 1.464 1.464 
0.501 0.805 0.805 
0.734 1.190 1.190 
0.334 1.393 1.393 
0.433 1.390 1.390 
0.367 1.013 1.013 
0.367 1.695 1.695 
0.467 1.309 1.309 
0.901 0.713 0.713 
0.583 0.711 0.711 
0.533 1.743 1.743 
0.350 1.000 1.000 
0.984 0.646 0.646 
0.534 1.365 1.365 
0.884 1.375 1.375 
0.701 0.768 0.768 
0.500 1.187 1.187 
0.902 1.346 1.346 
0.834 1.570 1.570 
0.583 1.414 1.414 
0.851 0.954 0.954 
0.917 0.540 0.540 
0.551 0.837 0.837 
0.467 1.148 1.148 
0.684 0.603 0.603 
0.918 1.818 1.818 
0.767 0.772 0.772 
0.500 1.335 1.335 
0.785 1.237 1.237 
0.968 1.461 1.461 
0.635 1.416 1.416 
0.635 1.274 1.274 
0.451 0.577 0.577 
0.266 0.921 0.921 
0.350 0.705 0.705 
0.283 0.728 0.728 
0.567 1.252 1.252 
0.217 0.746 0.746 
0.935 0.954 0.954 
0.717 0.992 0.992 
0.200 0.937 0.937 
0.234 0.986 0.986 
0.367 1.106 1.106 
0.567 1.295 1.295 
0.300 1.105 1.105 
0.217 2.628 2.628 
0.784 0.716 0.716 
0.485 1.184 1.184 
0.834 0.688 0.688 
0.551 0.732 0.732 
0.551 0.443 0.443 
0.234 0.571 0.571 
0.250 2.014 2.014 
0.283 1.556 1.556 
0.684 2.270 2.270 
0.401 0.729 0.729 
0.884 0.992 0.992 
0.885 2.065 2.065 
0.967 1.050 1.050 
0.601 1.018 1.018 
0.384 1.760 1.760 
0.384 0.880 0.880 
0.634 0.787 0.787 
0.818 0.626 0.626 
0.484 0.719 0.719 
0.568 1.041 1.041 
0.717 0.820 0.820 
0.935 1.085 1.085 
0.334 1.413 1.413 
0.784 0.660 0.660 
0.667 0.505 0.505 
0.551 1.103 1.103 
0.917 1.272 1.272 
0.518 0.963 0.963 
0.350 1.139 1.139 
0.717 0.691 0.691 
0.701 1.520 1.520 
0.468 1.102 1.102 
0.850 1.081 1.081 
1.002 2.317 2.317 
0.984 0.980 0.980 
0.300 1.411 1.411 
0.383 1.245 1.245 
0.217 0.804 0.804 
0.684 1.005 1.005 
0.300 1.595 1.595 
0.533 1.289 1.289 
0.918 1.158 1.158 
0.633 1.460 1.460 
0.501 2.936 2.936 
0.367 0.686 0.686 
0.551 0.650 0.650 
0.968 0.541 0.541 
0.300 0.814 0.814 
0.584 0.670 0.670 
0.884 0.630 0.630 
0.234 1.299 1.299 
0.751 0.584 0.584 
0.985 0.606 0.606 
0.435 1.694 1.694 
0.316 0.925 0.925 
0.751 1.032 1.032 
0.935 0.742 0.742 
0.700 0.576 0.576 
0.918 0.515 0.515 
0.351 1.147 1.147 
0.801 1.597 1.597 
0.484 1.408 1.408 
0.534 1.546 1.546 
0.333 0.611 0.611 
0.867 0.685 0.685 
0.701 0.505 0.505 
0.801 1.282 1.282 
0.851 1.172 1.172 
0.250 0.822 0.822 
0.968 0.889 0.889 
0.601 0.889 0.889 
0.801 1.564 1.564 
0.802 0.849 0.849 
0.869 0.784 0.784 
0.333 1.605 1.605 
0.567 0.641 0.641 
0.701 2.602 2.602 
0.952 0.522 0.522 
<><><><><><><><> 
Response (Std deviation):  2.25 
RT (mean):  1.23 
Consistency:  0.75 
<><><><><><><><> 
End: 27-Feb-2014 11:50:49 
