<><><><><><><><> 
Begin: 10-Mar-2014 13:49:34 
0.450 1.676 1.676 
0.767 1.416 1.416 
0.735 1.288 1.288 
0.634 1.527 1.527 
0.767 2.327 2.327 
0.734 2.400 2.400 
0.350 1.762 1.762 
0.301 1.419 1.419 
1.002 1.260 1.260 
0.334 1.897 1.897 
0.233 1.469 1.469 
0.651 1.588 1.588 
0.917 1.267 1.267 
0.734 1.418 1.418 
0.351 1.225 1.225 
0.501 1.412 1.412 
0.568 1.682 1.682 
0.984 1.444 1.444 
0.334 1.302 1.302 
0.885 1.485 1.485 
0.718 1.579 1.579 
0.501 0.661 0.661 
0.350 1.736 1.736 
0.550 1.644 1.644 
0.583 1.836 1.836 
0.301 2.662 2.662 
0.667 1.498 1.498 
0.383 1.367 1.367 
0.517 1.476 1.476 
0.667 2.427 2.427 
0.400 1.167 1.167 
0.434 1.151 1.151 
0.701 1.364 1.364 
0.418 1.524 1.524 
0.868 1.112 1.112 
0.985 1.457 1.457 
0.784 1.139 1.139 
0.484 1.245 1.245 
0.667 1.111 1.111 
0.283 1.135 1.135 
0.934 1.449 1.449 
0.901 1.191 1.191 
0.852 1.840 1.840 
0.417 1.589 1.589 
0.684 1.176 1.176 
0.217 1.099 1.099 
0.550 1.216 1.216 
0.450 0.991 0.991 
0.333 0.735 0.735 
0.351 1.277 1.277 
0.550 1.362 1.362 
0.283 0.554 0.554 
0.685 1.895 1.895 
0.584 1.695 1.695 
0.767 1.229 1.229 
0.767 2.255 2.255 
0.718 1.313 1.313 
0.233 1.506 1.506 
0.266 1.009 1.009 
0.467 0.850 0.850 
0.634 0.624 0.624 
0.734 0.981 0.981 
0.533 1.630 1.630 
0.867 1.242 1.242 
0.784 1.242 1.242 
0.984 1.380 1.380 
0.634 1.196 1.196 
0.467 1.381 1.381 
0.284 0.577 0.577 
0.684 1.391 1.391 
0.834 1.730 1.730 
0.550 0.632 0.632 
0.284 1.004 1.004 
0.418 0.731 0.731 
0.333 1.134 1.134 
0.434 1.216 1.216 
0.550 1.099 1.099 
0.618 1.340 1.340 
0.567 1.067 1.067 
0.902 0.993 0.993 
0.616 1.474 1.474 
0.951 1.411 1.411 
0.718 1.213 1.213 
0.968 1.063 1.063 
0.400 1.125 1.125 
0.751 1.425 1.425 
0.434 1.006 1.006 
0.735 1.030 1.030 
0.767 1.226 1.226 
0.250 1.471 1.471 
0.400 2.668 2.668 
0.385 1.069 1.069 
0.734 2.021 2.021 
0.884 1.218 1.218 
0.484 1.998 1.998 
0.834 2.716 2.716 
0.751 2.031 2.031 
0.216 0.980 0.980 
0.684 0.863 0.863 
0.517 1.365 1.365 
0.934 1.242 1.242 
0.200 1.146 1.146 
0.568 2.117 2.117 
0.534 2.191 2.191 
0.567 0.941 0.941 
0.818 1.277 1.277 
0.467 0.923 0.923 
0.835 1.177 1.177 
0.584 1.251 1.251 
0.234 1.677 1.677 
0.350 1.861 1.861 
0.785 1.268 1.268 
0.585 1.340 1.340 
0.334 1.305 1.305 
0.484 1.158 1.158 
0.685 1.241 1.241 
0.351 1.432 1.432 
0.801 1.672 1.672 
0.401 1.138 1.138 
0.934 1.597 1.597 
0.417 0.669 0.669 
0.818 2.859 2.859 
0.351 1.662 1.662 
0.434 1.989 1.989 
0.283 1.388 1.388 
0.668 0.821 0.821 
0.751 1.001 1.001 
0.635 2.716 2.716 
0.550 2.695 2.695 
<><><><><><><><> 
Response (Std deviation):  2.25 
RT (mean):  1.59 
Consistency:  0.88 
<><><><><><><><> 
End: 10-Mar-2014 13:58:25 
