<><><><><><><><> 
Begin: 10-Mar-2014 13:59:24 
0.450 1.334 1.334 
0.768 1.457 1.457 
0.735 1.066 1.066 
0.634 0.902 0.902 
0.767 1.580 1.580 
0.735 1.406 1.406 
0.350 1.190 1.190 
0.301 1.791 1.791 
1.002 2.842 2.842 
0.333 1.657 1.657 
0.233 1.205 1.205 
0.650 0.963 0.963 
0.918 1.053 1.053 
0.735 1.921 1.921 
0.350 2.964 2.964 
0.501 1.857 1.857 
0.567 1.891 1.891 
0.985 3.067 3.067 
0.334 0.875 0.875 
0.884 1.115 1.115 
0.718 1.881 1.881 
0.500 1.235 1.235 
0.351 2.122 2.122 
0.551 1.323 1.323 
0.584 1.952 1.952 
0.301 1.382 1.382 
0.668 1.500 1.500 
0.383 1.204 1.204 
0.517 2.539 2.539 
0.668 2.023 2.023 
0.401 1.969 1.969 
0.434 2.301 2.301 
0.701 1.670 1.670 
0.418 2.426 2.426 
0.867 1.491 1.491 
0.985 1.301 1.301 
0.785 1.494 1.494 
0.483 1.849 1.849 
0.667 2.012 2.012 
0.284 1.306 1.306 
0.934 1.519 1.519 
0.901 1.426 1.426 
0.851 1.578 1.578 
0.417 1.222 1.222 
0.684 1.126 1.126 
0.216 1.173 1.173 
0.550 1.302 1.302 
0.451 1.077 1.077 
0.334 0.647 0.647 
0.351 2.134 2.134 
0.534 2.088 2.088 
0.284 1.527 1.527 
0.684 1.948 1.948 
0.584 1.197 1.197 
0.767 1.010 1.010 
0.768 1.222 1.222 
0.717 1.301 1.301 
0.233 1.516 1.516 
0.266 1.708 1.708 
0.467 0.827 0.827 
0.634 1.848 1.848 
0.734 1.759 1.759 
0.533 1.300 1.300 
0.867 1.128 1.128 
0.783 2.030 2.030 
0.984 1.652 1.652 
0.634 1.433 1.433 
0.468 1.180 1.180 
0.284 1.759 1.759 
0.684 2.613 2.613 
0.834 1.564 1.564 
0.550 1.164 1.164 
0.283 1.285 1.285 
0.418 1.096 1.096 
0.334 1.316 1.316 
0.434 1.619 1.619 
0.551 1.216 1.216 
0.618 1.492 1.492 
0.567 1.363 1.363 
0.902 1.161 1.161 
0.618 0.718 0.718 
0.951 1.786 1.786 
0.717 1.673 1.673 
0.968 1.916 1.916 
0.400 1.394 1.394 
0.751 1.404 1.404 
0.434 3.313 3.313 
0.735 1.537 1.537 
0.767 1.879 1.879 
0.250 1.424 1.424 
0.401 0.947 0.947 
0.384 2.136 2.136 
0.735 1.405 1.405 
0.884 1.062 1.062 
0.484 1.469 1.469 
0.834 1.325 1.325 
0.751 1.196 1.196 
0.200 1.269 1.269 
0.684 1.819 1.819 
0.517 1.187 1.187 
0.934 1.364 1.364 
0.200 1.495 1.495 
0.568 1.227 1.227 
0.551 1.033 1.033 
0.567 1.966 1.966 
0.819 2.447 2.447 
0.467 1.991 1.991 
0.834 1.954 1.954 
0.584 1.252 1.252 
0.233 2.060 2.060 
0.350 1.938 1.938 
0.784 1.232 1.232 
0.584 1.049 1.049 
0.332 1.958 1.958 
0.484 1.501 1.501 
0.684 0.634 0.634 
0.350 1.286 1.286 
0.800 1.331 1.331 
0.400 2.310 2.310 
0.934 1.516 1.516 
0.418 1.155 1.155 
0.817 1.568 1.568 
0.350 1.329 1.329 
0.434 1.766 1.766 
0.283 2.338 2.338 
0.667 2.467 2.467 
0.751 2.941 2.941 
0.635 2.005 2.005 
0.551 1.545 1.545 
<><><><><><><><> 
Response (Std deviation):  2.42 
RT (mean):  1.53 
Consistency:  0.88 
<><><><><><><><> 
End: 10-Mar-2014 14:08:02 
