<><><><><><><><> 
Begin: 06-Feb-2014 12:13:15 
0.585 1.688 1.688 
0.317 1.075 1.075 
0.834 0.691 0.691 
0.284 1.031 1.031 
0.434 1.086 1.086 
0.399 0.560 0.560 
0.634 1.053 1.053 
0.284 1.295 1.295 
0.533 1.162 1.162 
0.284 0.812 0.812 
0.299 1.765 1.765 
0.834 1.753 1.753 
0.434 1.491 1.491 
0.683 1.940 1.940 
0.968 1.240 1.240 
0.550 1.096 1.096 
0.751 0.635 0.635 
0.817 0.833 0.833 
0.551 1.600 1.600 
0.734 3.868 3.868 
0.285 1.458 1.458 
0.952 1.195 1.195 
0.350 0.942 0.942 
0.416 1.402 1.402 
0.834 0.800 0.800 
0.601 0.953 0.953 
0.817 0.801 0.801 
0.518 1.569 1.569 
0.418 0.758 0.758 
0.234 1.173 1.173 
0.735 0.636 0.636 
0.551 0.867 0.867 
0.568 1.382 1.382 
0.684 0.515 0.515 
0.250 0.822 0.822 
0.450 0.855 0.855 
0.817 1.151 1.151 
0.767 1.261 1.261 
0.301 1.239 1.239 
0.299 1.765 1.765 
0.284 1.020 1.020 
0.216 0.953 0.953 
0.534 0.823 0.823 
0.734 0.745 0.745 
0.784 0.866 0.866 
0.634 1.239 1.239 
0.285 1.161 1.161 
0.701 1.501 1.501 
0.301 1.457 1.457 
0.316 0.571 0.571 
0.285 0.669 0.669 
0.317 1.052 1.052 
0.335 0.976 0.976 
0.367 0.855 0.855 
0.451 1.535 1.535 
0.450 1.470 1.470 
0.383 0.918 0.918 
0.401 0.768 0.768 
0.917 0.594 0.594 
0.767 0.910 0.910 
0.652 0.779 0.779 
0.351 0.724 0.724 
0.367 0.800 0.800 
0.267 1.184 1.184 
0.934 0.734 0.734 
0.768 0.801 0.801 
0.651 0.801 0.801 
0.451 1.370 1.370 
0.334 1.677 1.677 
0.701 0.779 0.779 
1.001 1.787 1.787 
0.334 1.359 1.359 
0.416 1.151 1.151 
0.518 1.427 1.427 
0.267 0.866 0.866 
0.751 2.357 2.357 
0.518 0.669 0.669 
0.984 1.218 1.218 
0.518 0.767 0.767 
0.702 1.634 1.634 
0.334 0.954 0.954 
0.500 3.124 3.124 
0.334 1.294 1.294 
0.801 1.228 1.228 
0.901 2.104 2.104 
0.484 1.897 1.897 
0.751 0.855 0.855 
0.434 0.560 0.560 
0.634 0.658 0.658 
0.868 2.259 2.259 
0.684 0.931 0.931 
0.467 0.801 0.801 
0.434 1.052 1.052 
0.568 0.987 0.987 
0.535 0.779 0.779 
0.484 0.833 0.833 
0.652 1.228 1.228 
0.801 1.086 1.086 
0.550 1.404 1.404 
0.552 1.108 1.108 
0.301 1.820 1.820 
0.217 1.064 1.064 
0.433 0.811 0.811 
0.450 1.720 1.720 
0.718 1.821 1.821 
0.968 1.240 1.240 
0.952 0.976 0.976 
0.568 1.787 1.787 
0.400 0.778 0.778 
0.818 1.350 1.350 
0.818 0.789 0.789 
0.801 3.090 3.090 
0.801 0.680 0.680 
0.285 1.020 1.020 
0.751 0.691 0.691 
0.567 0.792 0.792 
0.367 0.921 0.921 
0.284 0.669 0.669 
0.867 1.469 1.469 
0.349 1.250 1.250 
0.333 0.712 0.712 
0.735 1.227 1.227 
0.917 1.260 1.260 
0.618 1.195 1.195 
0.767 0.866 0.866 
0.333 1.601 1.601 
0.968 0.834 0.834 
0.634 2.367 2.367 
0.751 1.161 1.161 
<><><><><><><><> 
Response (Std deviation):  2.65 
RT (mean):  1.13 
Consistency:  0.89 
<><><><><><><><> 
End: 06-Feb-2014 12:20:08 
