<><><><><><><><> 
Begin: 03-Mar-2014 17:53:25 
0.584 1.303 1.303 
0.317 0.851 0.851 
0.834 1.162 1.162 
0.284 1.186 1.186 
0.434 1.293 1.293 
0.400 1.082 1.082 
0.633 1.032 1.032 
0.284 1.112 1.112 
0.533 0.711 0.711 
0.284 1.564 1.564 
0.300 0.950 0.950 
0.834 1.738 1.738 
0.434 0.914 0.914 
0.685 0.854 0.854 
0.967 0.764 0.764 
0.551 1.134 1.134 
0.768 1.033 1.033 
0.818 1.629 1.629 
0.550 1.194 1.194 
0.734 1.010 1.010 
0.284 1.248 1.248 
0.951 1.177 1.177 
0.350 0.843 0.843 
0.418 0.949 0.949 
0.835 1.702 1.702 
0.600 1.140 1.140 
0.817 1.393 1.393 
0.518 1.018 1.018 
0.417 3.001 3.001 
0.234 0.975 0.975 
0.750 0.612 0.612 
0.550 0.928 0.928 
0.567 1.079 1.079 
0.685 1.176 1.176 
0.251 1.621 1.621 
0.451 1.125 1.125 
0.818 0.982 0.982 
0.767 0.998 0.998 
0.301 0.942 0.942 
0.299 1.185 1.185 
0.284 1.654 1.654 
0.216 1.433 1.433 
0.534 1.268 1.268 
0.734 1.161 1.161 
0.785 0.731 0.731 
0.633 1.794 1.794 
0.300 1.319 1.319 
0.701 1.124 1.124 
0.300 1.393 1.393 
0.317 1.126 1.126 
0.284 0.991 0.991 
0.318 0.840 0.840 
0.334 1.365 1.365 
0.366 0.839 0.839 
0.450 1.718 1.718 
0.451 0.996 0.996 
0.384 1.354 1.354 
0.400 1.157 1.157 
0.918 1.327 1.327 
0.767 1.451 1.451 
0.651 1.177 1.177 
0.350 1.017 1.017 
0.368 1.017 1.017 
0.267 1.339 1.339 
0.935 1.200 1.200 
0.768 1.549 1.549 
0.652 1.141 1.141 
0.451 1.045 1.045 
0.334 1.236 1.236 
0.701 1.176 1.176 
1.001 1.411 1.411 
0.334 1.070 1.070 
0.417 1.547 1.547 
0.518 1.136 1.136 
0.266 1.842 1.842 
0.750 1.307 1.307 
0.533 1.393 1.393 
0.984 1.654 1.654 
0.518 1.021 1.021 
0.702 1.218 1.218 
0.334 1.501 1.501 
0.517 1.347 1.347 
0.334 1.328 1.328 
0.817 1.089 1.089 
0.901 1.354 1.354 
0.484 1.310 1.310 
0.751 1.492 1.492 
0.434 1.296 1.296 
0.634 1.963 1.963 
0.869 1.747 1.747 
0.685 1.149 1.149 
0.467 1.041 1.041 
0.451 1.045 1.045 
0.568 1.000 1.000 
0.550 0.995 0.995 
0.484 1.117 1.117 
0.651 1.219 1.219 
0.801 0.870 0.870 
0.550 1.402 1.402 
0.551 1.153 1.153 
0.300 0.745 0.745 
0.217 0.947 0.947 
0.433 0.975 0.975 
0.451 0.987 0.987 
0.717 1.730 1.730 
0.968 0.899 0.899 
0.952 0.975 0.975 
0.568 0.771 0.771 
0.400 1.394 1.394 
0.817 0.854 0.854 
0.817 1.176 1.176 
0.801 1.131 1.131 
0.800 0.909 0.909 
0.284 1.609 1.609 
0.751 1.207 1.207 
0.584 1.205 1.205 
0.368 1.280 1.280 
0.284 0.966 0.966 
0.868 1.329 1.329 
0.350 1.104 1.104 
0.334 1.511 1.511 
0.735 1.259 1.259 
0.918 1.461 1.461 
0.618 1.239 1.239 
0.768 1.175 1.175 
0.333 1.092 1.092 
0.967 0.924 0.924 
0.635 0.868 0.868 
0.751 0.948 0.948 
<><><><><><><><> 
Response (Std deviation):  2.02 
RT (mean):  1.22 
Consistency:  0.88 
<><><><><><><><> 
End: 03-Mar-2014 18:00:39 
