<><><><><><><><> 
Begin: 03-Mar-2014 17:44:25 
0.583 1.256 1.256 
0.317 1.476 1.476 
0.834 1.536 1.536 
0.284 1.076 1.076 
0.434 1.147 1.147 
0.400 1.138 1.138 
0.634 1.269 1.269 
0.284 1.416 1.416 
0.534 1.430 1.430 
0.283 1.502 1.502 
0.300 1.490 1.490 
0.834 1.309 1.309 
0.434 1.214 1.214 
0.685 1.224 1.224 
0.967 1.425 1.425 
0.551 1.284 1.284 
0.767 1.272 1.272 
0.818 0.882 0.882 
0.551 1.635 1.635 
0.734 1.040 1.040 
0.284 1.088 1.088 
0.951 1.673 1.673 
0.350 1.247 1.247 
0.418 1.073 1.073 
0.835 1.272 1.272 
0.600 1.414 1.414 
0.818 1.072 1.072 
0.517 1.141 1.141 
0.417 1.486 1.486 
0.234 1.267 1.267 
0.735 1.310 1.310 
0.550 1.463 1.463 
0.567 1.570 1.570 
0.700 1.336 1.336 
0.250 1.537 1.537 
0.451 1.469 1.469 
0.818 1.488 1.488 
0.767 0.972 0.972 
0.300 1.475 1.475 
0.301 1.742 1.742 
0.283 1.237 1.237 
0.216 1.215 1.215 
0.534 0.841 0.841 
0.734 1.041 1.041 
0.785 1.434 1.434 
0.634 1.648 1.648 
0.283 1.354 1.354 
0.716 1.236 1.236 
0.300 1.408 1.408 
0.317 2.116 2.116 
0.283 1.381 1.381 
0.317 1.518 1.518 
0.334 1.328 1.328 
0.367 1.375 1.375 
0.452 1.763 1.763 
0.451 1.226 1.226 
0.384 0.904 0.904 
0.401 1.368 1.368 
0.918 1.564 1.564 
0.769 2.278 2.278 
0.651 2.119 2.119 
0.351 1.411 1.411 
0.368 1.344 1.344 
0.268 0.776 0.776 
0.935 1.461 1.461 
0.768 1.125 1.125 
0.651 1.990 1.990 
0.450 1.411 1.411 
0.334 1.455 1.455 
0.701 1.323 1.323 
1.001 1.126 1.126 
0.334 1.332 1.332 
0.417 1.011 1.011 
0.518 1.504 1.504 
0.266 1.239 1.239 
0.752 1.422 1.422 
0.533 1.337 1.337 
0.985 1.810 1.810 
0.518 1.681 1.681 
0.701 1.032 1.032 
0.334 0.735 0.735 
0.502 1.512 1.512 
0.334 1.558 1.558 
0.817 1.248 1.248 
0.900 1.088 1.088 
0.484 1.824 1.824 
0.751 1.963 1.963 
0.434 1.682 1.682 
0.634 1.280 1.280 
0.868 1.924 1.924 
0.685 1.201 1.201 
0.468 1.468 1.468 
0.450 1.675 1.675 
0.567 1.239 1.239 
0.534 1.367 1.367 
0.484 1.264 1.264 
0.651 1.386 1.386 
0.800 1.788 1.788 
0.551 1.571 1.571 
0.550 1.259 1.259 
0.300 1.268 1.268 
0.217 1.646 1.646 
0.434 1.668 1.668 
0.450 1.701 1.701 
0.734 1.503 1.503 
0.968 1.598 1.598 
0.951 1.497 1.497 
0.568 1.589 1.589 
0.400 1.394 1.394 
0.818 1.084 1.084 
0.817 1.321 1.321 
0.801 1.143 1.143 
0.800 1.726 1.726 
0.284 1.432 1.432 
0.751 1.356 1.356 
0.566 1.379 1.379 
0.366 1.527 1.527 
0.284 1.432 1.432 
0.868 1.260 1.260 
0.350 1.632 1.632 
0.334 1.764 1.764 
0.734 1.872 1.872 
0.918 1.568 1.568 
0.618 1.189 1.189 
0.767 1.074 1.074 
0.334 1.114 1.114 
0.967 1.285 1.285 
0.634 1.599 1.599 
0.751 2.205 2.205 
<><><><><><><><> 
Response (Std deviation):  2.07 
RT (mean):  1.43 
Consistency:  0.91 
<><><><><><><><> 
End: 03-Mar-2014 17:52:31 
