<><><><><><><><> 
Begin: 04-Mar-2014 19:06:37 
0.384 1.408 1.408 
0.768 1.192 1.192 
0.383 1.548 1.548 
0.801 1.212 1.212 
0.367 1.418 1.418 
0.635 1.884 1.884 
0.451 1.699 1.699 
0.501 1.117 1.117 
0.968 0.765 0.765 
0.817 1.082 1.082 
0.617 1.127 1.127 
0.368 1.335 1.335 
0.617 1.289 1.289 
0.784 1.225 1.225 
1.001 0.849 0.849 
0.484 0.944 0.944 
0.584 1.056 1.056 
0.567 1.026 1.026 
0.434 0.973 0.973 
0.884 0.842 0.842 
0.935 1.743 1.743 
1.001 1.569 1.569 
0.551 1.179 1.179 
0.400 0.937 0.937 
0.467 1.813 1.813 
0.933 1.478 1.478 
0.318 1.263 1.263 
0.951 1.871 1.871 
0.284 1.380 1.380 
0.217 3.389 3.389 
0.968 1.092 1.092 
0.802 1.137 1.137 
0.384 0.868 0.868 
0.618 0.745 0.745 
0.885 0.723 0.723 
0.934 1.334 1.334 
0.350 1.335 1.335 
0.234 1.229 1.229 
0.450 1.346 1.346 
0.917 1.298 1.298 
0.918 1.216 1.216 
0.484 0.755 0.755 
0.984 1.285 1.285 
0.518 1.620 1.620 
1.001 0.782 0.782 
0.368 1.495 1.495 
0.617 0.903 0.903 
0.717 0.940 0.940 
0.667 1.597 1.597 
0.284 0.935 0.935 
0.618 0.864 0.864 
0.384 1.043 1.043 
0.567 0.876 0.876 
0.618 1.029 1.029 
0.635 1.462 1.462 
0.400 0.407 0.407 
0.600 0.095 0.095 
0.617 1.433 1.433 
0.434 1.407 1.407 
0.768 0.947 0.947 
0.418 1.307 1.307 
0.233 1.212 1.212 
0.584 1.187 1.187 
0.617 2.285 2.285 
0.718 1.159 1.159 
0.717 1.168 1.168 
1.001 1.074 1.074 
0.301 1.182 1.182 
0.835 0.958 0.958 
0.868 1.152 1.152 
0.651 0.951 0.951 
0.868 1.425 1.425 
0.400 1.244 1.244 
0.600 2.024 2.024 
0.851 2.164 2.164 
1.002 1.129 1.129 
0.617 1.028 1.028 
0.350 0.733 0.733 
0.735 0.502 0.502 
0.317 0.730 0.730 
0.234 0.829 0.829 
0.633 1.316 1.316 
0.250 0.835 0.835 
0.467 1.100 1.100 
0.834 1.438 1.438 
0.885 0.948 0.948 
0.968 0.714 0.714 
0.902 0.698 0.698 
0.268 0.872 0.872 
0.852 1.152 1.152 
0.785 0.839 0.839 
0.350 1.131 1.131 
0.668 0.985 0.985 
0.817 1.565 1.565 
0.633 0.411 0.411 
0.567 0.706 0.706 
0.434 0.756 0.756 
0.550 0.853 0.853 
0.250 1.544 1.544 
0.601 1.521 1.521 
0.834 1.115 1.115 
0.717 1.709 1.709 
0.617 1.461 1.461 
0.951 2.052 2.052 
0.534 1.838 1.838 
0.501 1.182 1.182 
0.935 1.288 1.288 
0.517 1.087 1.087 
0.234 1.178 1.178 
0.568 1.311 1.311 
0.751 0.801 0.801 
0.985 1.160 1.160 
0.685 1.547 1.547 
0.234 1.714 1.714 
0.585 1.136 1.136 
0.467 1.061 1.061 
0.984 1.434 1.434 
0.435 0.757 0.757 
0.918 1.342 1.342 
0.483 1.911 1.911 
0.334 1.509 1.509 
0.534 1.385 1.385 
0.717 1.396 1.396 
0.467 0.012 0.012 
0.417 0.820 0.820 
0.584 0.985 0.985 
0.450 1.042 1.042 
0.885 1.240 1.240 
0.801 0.937 0.937 
<><><><><><><><> 
Response (Std deviation):  2.01 
RT (mean):  1.21 
Consistency:  0.73 
<><><><><><><><> 
End: 04-Mar-2014 19:14:02 
