<><><><><><><><> 
Begin: 03-Mar-2014 11:57:03 
0.584 1.244 1.244 
0.317 2.280 2.280 
0.833 2.037 2.037 
0.283 1.194 1.194 
0.434 0.681 0.681 
0.400 0.897 0.897 
0.634 1.639 1.639 
0.283 0.943 0.943 
0.533 1.485 1.485 
0.284 0.672 0.672 
0.300 1.569 1.569 
0.835 2.162 2.162 
0.433 1.390 1.390 
0.683 1.578 1.578 
0.967 1.248 1.248 
0.551 1.462 1.462 
0.767 1.919 1.919 
0.818 1.577 1.577 
0.550 0.911 0.911 
0.734 0.882 0.882 
0.284 1.480 1.480 
0.952 1.766 1.766 
0.351 1.907 1.907 
0.418 1.353 1.353 
0.834 1.008 1.008 
0.601 0.930 0.930 
0.818 1.570 1.570 
0.518 1.228 1.228 
0.417 0.809 0.809 
0.234 0.862 0.862 
0.734 1.092 1.092 
0.551 0.933 0.933 
0.567 2.228 2.228 
0.684 1.260 1.260 
0.251 1.482 1.482 
0.451 1.217 1.217 
0.818 1.801 1.801 
0.768 1.102 1.102 
0.301 1.064 1.064 
0.300 2.387 2.387 
0.284 2.837 2.837 
0.216 1.980 1.980 
0.550 0.891 0.891 
0.734 1.317 1.317 
0.785 1.799 1.799 
0.633 1.685 1.685 
0.300 2.514 2.514 
0.717 1.478 1.478 
0.300 0.887 0.887 
0.316 1.035 1.035 
0.284 0.734 0.734 
0.318 1.473 1.473 
0.334 1.001 1.001 
0.367 1.657 1.657 
0.466 2.196 2.196 
0.450 2.223 2.223 
0.384 1.482 1.482 
0.400 1.719 1.719 
0.919 1.250 1.250 
0.768 1.868 1.868 
0.651 1.969 1.969 
0.352 0.745 0.745 
0.366 0.865 0.865 
0.267 1.549 1.549 
0.934 1.115 1.115 
0.768 1.738 1.738 
0.651 1.028 1.028 
0.451 0.972 0.972 
0.334 1.520 1.520 
0.700 1.860 1.860 
1.001 1.118 1.118 
0.334 1.073 1.073 
0.417 1.873 1.873 
0.518 0.933 0.933 
0.267 1.503 1.503 
0.751 1.068 1.068 
0.517 1.355 1.355 
0.984 1.593 1.593 
0.533 1.108 1.108 
0.701 1.065 1.065 
0.333 1.722 1.722 
0.517 1.287 1.287 
0.334 1.017 1.017 
0.801 1.535 1.535 
0.901 1.882 1.882 
0.483 0.777 0.777 
0.751 1.328 1.328 
0.434 2.001 2.001 
0.634 1.773 1.773 
0.868 2.019 2.019 
0.684 0.982 0.982 
0.468 1.624 1.624 
0.450 1.258 1.258 
0.567 2.097 2.097 
0.550 1.454 1.454 
0.484 1.152 1.152 
0.652 0.865 0.865 
0.800 1.416 1.416 
0.551 1.285 1.285 
0.551 1.079 1.079 
0.300 1.816 1.816 
0.217 0.923 0.923 
0.434 0.844 0.844 
0.450 0.758 0.758 
0.733 1.566 1.566 
0.968 1.003 1.003 
0.951 1.165 1.165 
0.567 1.321 1.321 
0.400 0.899 0.899 
0.818 0.774 0.774 
0.817 1.180 1.180 
0.801 1.194 1.194 
0.801 0.734 0.734 
0.284 1.175 1.175 
0.751 0.818 0.818 
0.568 0.817 0.817 
0.367 1.402 1.402 
0.284 1.065 1.065 
0.867 1.868 1.868 
0.351 1.745 1.745 
0.333 2.192 2.192 
0.734 0.898 0.898 
0.918 0.813 0.813 
0.617 1.511 1.511 
0.767 1.064 1.064 
0.317 1.985 1.985 
0.968 1.368 1.368 
0.635 1.706 1.706 
0.751 1.772 1.772 
<><><><><><><><> 
Response (Std deviation):  1.95 
RT (mean):  1.36 
Consistency:  0.93 
<><><><><><><><> 
End: 03-Mar-2014 12:04:51 
