<><><><><><><><> 
Begin: 26-Feb-2014 13:37:54 
0.585 0.792 0.792 
0.318 0.848 0.848 
0.834 0.541 0.541 
0.284 0.815 0.815 
0.434 1.127 1.127 
0.400 1.066 1.066 
0.634 0.600 0.600 
0.284 0.695 0.695 
0.534 0.460 0.460 
0.284 0.644 0.644 
0.300 0.901 0.901 
0.835 0.659 0.659 
0.434 1.070 1.070 
0.684 0.591 0.591 
0.967 0.845 0.845 
0.552 0.676 0.676 
0.767 0.645 0.645 
0.818 0.762 0.762 
0.551 0.385 0.385 
0.734 0.383 0.383 
0.284 0.553 0.553 
0.952 0.395 0.395 
0.350 0.611 0.611 
0.418 0.550 0.550 
0.835 0.661 0.661 
0.601 0.505 0.505 
0.818 0.602 0.602 
0.517 0.459 0.459 
0.418 0.632 0.632 
0.234 2.948 2.948 
0.750 0.697 0.697 
0.550 0.691 0.691 
0.567 0.839 0.839 
0.684 0.823 0.823 
0.250 0.839 0.839 
0.450 0.751 0.751 
0.817 0.581 0.581 
0.767 0.574 0.574 
0.300 0.578 0.578 
0.300 0.822 0.822 
0.283 0.902 0.902 
0.217 0.670 0.670 
0.550 0.505 0.505 
0.733 0.695 0.695 
0.784 0.616 0.616 
0.634 0.588 0.588 
0.284 0.535 0.535 
0.701 1.178 1.178 
0.299 0.670 0.670 
0.316 0.654 0.654 
0.283 0.732 0.732 
0.317 0.529 0.529 
0.334 0.578 0.578 
0.367 0.613 0.613 
0.450 0.456 0.456 
0.451 3.263 3.263 
0.383 1.204 1.204 
0.401 1.914 1.914 
0.918 0.540 0.540 
0.768 0.718 0.718 
0.652 0.696 0.696 
0.351 0.661 0.661 
0.366 0.748 0.748 
0.267 1.185 1.185 
0.934 0.686 0.686 
0.767 1.621 1.621 
0.651 0.760 0.760 
0.450 3.938 3.938 
0.335 1.862 1.862 
0.701 0.646 0.646 
1.000 1.641 1.641 
0.335 0.955 0.955 
0.417 0.747 0.747 
0.517 1.092 1.092 
0.268 0.715 0.715 
0.750 0.628 0.628 
0.518 1.180 1.180 
0.985 0.583 0.583 
0.518 0.664 0.664 
0.701 0.637 0.637 
0.333 0.794 0.794 
0.501 0.540 0.540 
0.334 0.468 0.468 
0.817 0.467 0.467 
0.902 0.517 0.517 
0.484 1.178 1.178 
0.751 0.504 0.504 
0.433 0.416 0.416 
0.633 0.589 0.589 
0.868 0.816 0.816 
0.685 0.628 0.628 
0.467 0.708 0.708 
0.450 0.601 0.601 
0.567 0.685 0.685 
0.534 0.591 0.591 
0.484 0.530 0.530 
0.650 1.075 1.075 
0.801 0.588 0.588 
0.551 0.841 0.841 
0.551 1.382 1.382 
0.301 0.600 0.600 
0.217 0.710 0.710 
0.434 2.099 2.099 
0.450 0.674 0.674 
0.734 0.649 0.649 
0.968 0.591 0.591 
0.951 0.756 0.756 
0.568 0.601 0.601 
0.400 1.450 1.450 
0.819 0.743 0.743 
0.817 0.563 0.563 
0.801 0.795 0.795 
0.801 0.638 0.638 
0.284 0.745 0.745 
0.751 0.618 0.618 
0.568 0.657 0.657 
0.367 0.778 0.778 
0.284 0.570 0.570 
0.867 0.623 0.623 
0.350 0.769 0.769 
0.334 0.503 0.503 
0.735 1.034 1.034 
0.918 0.563 0.563 
0.618 0.673 0.673 
0.768 0.577 0.577 
0.333 0.624 0.624 
0.968 0.602 0.602 
0.634 1.222 1.222 
0.751 0.639 0.639 
<><><><><><><><> 
Response (Std deviation):  2.98 
RT (mean):  0.91 
Consistency:  0.79 
<><><><><><><><> 
End: 26-Feb-2014 13:43:55 
