<><><><><><><><> 
Begin: 26-Feb-2014 13:44:29 
0.584 1.192 1.192 
0.317 0.790 0.790 
0.834 1.893 1.893 
0.284 1.222 1.222 
0.433 0.709 0.709 
0.400 0.525 0.525 
0.634 1.920 1.920 
0.284 1.280 1.280 
0.534 1.421 1.421 
0.284 0.777 0.777 
0.300 0.685 0.685 
0.834 1.025 1.025 
0.434 0.601 0.601 
0.685 0.884 0.884 
0.967 1.023 1.023 
0.551 0.923 0.923 
0.767 2.636 2.636 
0.818 0.669 0.669 
0.552 0.792 0.792 
0.733 0.897 0.897 
0.283 1.083 1.083 
0.952 0.551 0.551 
0.351 0.573 0.573 
0.418 3.398 3.398 
0.834 1.765 1.765 
0.600 1.131 1.131 
0.818 0.696 0.696 
0.517 1.658 1.658 
0.417 1.179 1.179 
0.234 0.559 0.559 
0.735 1.115 1.115 
0.551 0.695 0.695 
0.567 0.814 0.814 
0.700 1.456 1.456 
0.251 1.317 1.317 
0.451 1.703 1.703 
0.818 0.980 0.980 
0.767 0.743 0.743 
0.301 0.755 0.755 
0.300 0.636 0.636 
0.284 0.519 0.519 
0.217 0.791 0.791 
0.534 0.529 0.529 
0.734 0.668 0.668 
0.784 1.029 1.029 
0.633 0.586 0.586 
0.300 0.776 0.776 
0.717 0.851 0.851 
0.301 2.085 2.085 
0.317 1.163 1.163 
0.284 0.980 0.980 
0.318 0.853 0.853 
0.333 0.564 0.564 
0.366 0.526 0.526 
0.450 0.394 0.394 
0.451 0.479 0.479 
0.384 0.857 0.857 
0.401 0.643 0.643 
0.918 0.648 0.648 
0.768 0.792 0.792 
0.651 0.793 0.793 
0.351 0.874 0.874 
0.368 1.111 1.111 
0.266 0.861 0.861 
0.934 0.626 0.626 
0.768 1.911 1.911 
0.651 0.981 0.981 
0.450 0.787 0.787 
0.334 0.706 0.706 
0.701 0.649 0.649 
1.001 0.756 0.756 
0.335 0.662 0.662 
0.417 1.969 1.969 
0.518 1.402 1.402 
0.267 1.233 1.233 
0.751 2.047 2.047 
0.533 1.028 1.028 
0.985 0.515 0.515 
0.533 0.446 0.446 
0.700 1.361 1.361 
0.334 0.874 0.874 
0.517 0.647 0.647 
0.334 0.960 0.960 
0.818 0.637 0.637 
0.901 0.728 0.728 
0.484 0.671 0.671 
0.751 0.528 0.528 
0.434 0.651 0.651 
0.634 0.575 0.575 
0.867 0.758 0.758 
0.685 0.565 0.565 
0.467 0.721 0.721 
0.451 0.506 0.506 
0.567 0.682 0.682 
0.534 0.649 0.649 
0.485 0.744 0.744 
0.651 0.620 0.620 
0.801 0.811 0.811 
0.550 0.534 0.534 
0.551 0.972 0.972 
0.301 1.020 1.020 
0.217 0.742 0.742 
0.434 1.567 1.567 
0.451 0.876 0.876 
0.733 1.339 1.339 
0.967 0.911 0.911 
0.952 1.125 1.125 
0.568 0.674 0.674 
0.401 0.978 0.978 
0.818 0.690 0.690 
0.817 0.648 0.648 
0.800 0.711 0.711 
0.801 0.899 0.899 
0.284 0.718 0.718 
0.751 0.641 0.641 
0.568 0.601 0.601 
0.368 1.117 1.117 
0.285 0.936 0.936 
0.868 0.962 0.962 
0.350 2.199 2.199 
0.334 0.657 0.657 
0.734 0.560 0.560 
0.918 0.722 0.722 
0.617 0.945 0.945 
0.768 0.615 0.615 
0.334 0.622 0.622 
0.968 0.624 0.624 
0.635 0.877 0.877 
0.751 0.814 0.814 
<><><><><><><><> 
Response (Std deviation):  2.87 
RT (mean):  1.06 
Consistency:  0.71 
<><><><><><><><> 
End: 26-Feb-2014 13:51:07 
