<><><><><><><><> 
Begin: 04-Mar-2014 12:46:07 
0.584 2.665 2.665 
0.333 2.520 2.520 
0.834 1.709 1.709 
0.284 1.936 1.936 
0.435 0.887 0.887 
0.400 0.648 0.648 
0.634 1.218 1.218 
0.284 1.521 1.521 
0.534 1.645 1.645 
0.284 0.975 0.975 
0.300 1.544 1.544 
0.834 2.386 2.386 
0.434 2.282 2.282 
0.684 1.253 1.253 
0.967 1.278 1.278 
0.551 1.699 1.699 
0.768 1.527 1.527 
0.817 2.540 2.540 
0.551 1.481 1.481 
0.734 1.425 1.425 
0.283 2.750 2.750 
0.951 1.872 1.872 
0.350 0.887 0.887 
0.416 1.531 1.531 
0.834 1.707 1.707 
0.601 1.436 1.436 
0.818 1.478 1.478 
0.517 2.522 2.522 
0.417 1.960 1.960 
0.233 3.019 3.019 
0.734 3.152 3.152 
0.551 1.529 1.529 
0.567 1.391 1.391 
0.683 2.529 2.529 
0.250 1.846 1.846 
0.450 2.079 2.079 
0.817 2.353 2.353 
0.767 2.901 2.901 
0.300 2.615 2.615 
0.301 1.295 1.295 
0.283 1.622 1.622 
0.216 3.984 4.118 
0.550 1.919 1.919 
0.734 1.874 1.874 
0.784 2.664 2.664 
0.633 1.615 1.615 
0.283 1.129 1.129 
0.701 2.067 2.067 
0.300 1.561 1.561 
0.317 2.804 2.804 
0.284 3.050 3.050 
0.317 1.762 1.762 
0.334 1.580 1.580 
0.367 1.220 1.220 
0.450 1.461 1.461 
0.449 1.483 1.483 
0.384 1.649 1.649 
0.400 1.640 1.640 
0.918 2.541 2.541 
0.768 1.612 1.612 
0.651 1.356 1.356 
0.351 2.922 2.922 
0.367 1.582 1.582 
0.267 1.856 1.856 
0.934 1.377 1.377 
0.767 1.886 1.886 
0.651 1.494 1.494 
0.451 2.649 2.649 
0.334 1.438 1.438 
0.700 2.136 2.136 
1.001 2.470 2.470 
0.334 3.383 3.383 
0.417 2.312 2.312 
0.518 2.111 2.111 
0.267 2.793 2.793 
0.751 3.675 3.675 
0.518 1.114 1.114 
0.985 2.825 2.825 
0.518 1.727 1.727 
0.701 2.444 2.444 
0.334 1.656 1.656 
0.501 2.688 2.688 
0.333 2.257 2.257 
0.817 1.788 1.788 
0.901 1.717 1.717 
0.484 2.097 2.097 
0.751 1.432 1.432 
0.433 2.260 2.260 
0.634 1.741 1.741 
0.868 1.346 1.346 
0.685 2.692 2.692 
0.467 3.993 4.087 
0.451 2.353 2.353 
0.568 2.297 2.297 
0.550 3.157 3.157 
0.484 3.357 3.357 
0.651 1.614 1.614 
0.801 2.010 2.010 
0.550 1.511 1.511 
0.551 1.660 1.660 
0.300 1.796 1.796 
0.217 3.094 3.094 
0.434 1.214 1.214 
0.450 1.906 1.906 
0.734 1.870 1.870 
0.968 1.915 1.915 
0.951 1.430 1.430 
0.567 1.732 1.732 
0.401 1.140 1.140 
0.818 2.705 2.705 
0.817 1.125 1.125 
0.801 1.111 1.111 
0.802 1.705 1.705 
0.284 2.619 2.619 
0.751 1.173 1.173 
0.567 2.384 2.384 
0.367 3.213 3.213 
0.284 1.786 1.786 
0.868 2.130 2.130 
0.350 3.223 3.223 
0.334 1.101 1.101 
0.734 2.665 2.665 
0.918 1.835 1.835 
0.618 2.210 2.210 
0.767 1.468 1.468 
0.334 3.220 3.220 
0.968 1.102 1.102 
0.635 1.121 1.121 
0.752 1.289 1.289 
<><><><><><><><> 
Response (Std deviation):  1.90 
RT (mean):  1.91 
Consistency:  0.89 
<><><><><><><><> 
End: 04-Mar-2014 12:56:07 
