<><><><><><><><> 
Begin: 04-Mar-2014 12:58:01 
0.584 1.522 1.522 
0.318 1.609 1.609 
0.834 1.436 1.436 
0.284 2.678 2.678 
0.434 1.245 1.245 
0.400 2.448 2.448 
0.634 1.357 1.357 
0.284 0.790 0.790 
0.533 1.597 1.597 
0.284 1.494 1.494 
0.300 1.639 1.639 
0.834 1.420 1.420 
0.434 1.335 1.335 
0.685 3.419 3.419 
0.967 1.630 1.630 
0.550 1.507 1.507 
0.751 2.943 2.943 
0.817 1.978 1.978 
0.551 1.871 1.871 
0.734 2.286 2.286 
0.283 2.368 2.368 
0.952 1.760 1.760 
0.350 1.757 1.757 
0.418 3.344 3.344 
0.834 1.818 1.818 
0.601 1.939 1.939 
0.818 1.202 1.202 
0.518 1.257 1.257 
0.417 0.817 0.817 
0.234 1.567 1.567 
0.735 1.192 1.192 
0.551 2.380 2.380 
0.567 2.468 2.468 
0.685 2.220 2.220 
0.251 1.996 1.996 
0.451 3.126 3.126 
0.818 3.004 3.004 
0.767 1.223 1.223 
0.301 1.354 1.354 
0.299 1.301 1.301 
0.283 1.104 1.104 
0.217 0.945 0.945 
0.550 0.920 0.920 
0.734 1.590 1.590 
0.784 2.151 2.151 
0.633 1.512 1.512 
0.300 0.825 0.825 
0.701 1.381 1.381 
0.300 0.964 0.964 
0.316 1.305 1.305 
0.284 1.245 1.245 
0.318 1.364 1.364 
0.333 0.876 0.876 
0.367 1.798 1.798 
0.451 1.280 1.280 
0.451 1.638 1.638 
0.384 1.428 1.428 
0.401 3.997 4.643 
0.918 1.077 1.077 
0.767 1.369 1.369 
0.651 1.871 1.871 
0.350 1.666 1.666 
0.367 1.430 1.430 
0.268 0.815 0.815 
0.935 2.455 2.455 
0.767 2.883 2.883 
0.650 2.475 2.475 
0.450 1.189 1.189 
0.334 1.399 1.399 
0.701 1.629 1.629 
1.001 1.295 1.295 
0.334 2.899 2.899 
0.416 2.947 2.947 
0.518 1.694 1.694 
0.267 1.411 1.411 
0.751 1.673 1.673 
0.533 1.807 1.807 
0.984 2.119 2.119 
0.518 2.018 2.018 
0.701 2.666 2.666 
0.333 1.320 1.320 
0.517 2.587 2.587 
0.334 3.518 3.518 
0.817 3.330 3.330 
0.902 1.240 1.240 
0.485 1.606 1.606 
0.752 1.636 1.636 
0.434 1.759 1.759 
0.634 1.887 1.887 
0.868 1.205 1.205 
0.684 1.702 1.702 
0.468 1.513 1.513 
0.450 0.902 0.902 
0.568 2.079 2.079 
0.534 1.923 1.923 
0.484 3.121 3.121 
0.652 1.470 1.470 
0.801 1.518 1.518 
0.551 1.390 1.390 
0.550 1.776 1.776 
0.300 1.998 1.998 
0.217 1.733 1.733 
0.434 1.713 1.713 
0.450 1.400 1.400 
0.734 1.632 1.632 
0.968 2.716 2.716 
0.951 1.914 1.914 
0.568 1.067 1.067 
0.400 2.052 2.052 
0.818 1.759 1.759 
0.817 1.018 1.018 
0.801 1.595 1.595 
0.801 3.484 3.484 
0.284 2.364 2.364 
0.751 3.779 3.779 
0.568 1.485 1.485 
0.368 1.568 1.568 
0.284 2.594 2.594 
0.867 1.344 1.344 
0.351 1.375 1.375 
0.334 1.286 1.286 
0.735 2.916 2.916 
0.918 1.952 1.952 
0.618 3.183 3.183 
0.767 1.255 1.255 
0.333 1.058 1.058 
0.968 1.647 1.647 
0.635 2.395 2.395 
0.751 1.168 1.168 
<><><><><><><><> 
Response (Std deviation):  1.80 
RT (mean):  1.81 
Consistency:  0.93 
<><><><><><><><> 
End: 04-Mar-2014 13:07:38 
