<><><><><><><><> 
Begin: 06-Feb-2014 17:58:25 
0.585 0.645 0.645 
0.317 1.433 1.433 
0.833 1.356 1.356 
0.285 3.415 3.415 
0.433 0.875 0.875 
0.400 1.160 1.160 
0.634 0.776 0.776 
0.284 1.051 1.051 
0.534 1.433 1.433 
0.285 1.029 1.029 
0.300 0.930 0.930 
0.835 1.138 1.138 
0.435 1.117 1.117 
0.683 0.820 0.820 
0.967 1.575 1.575 
0.551 1.160 1.160 
0.751 0.897 0.897 
0.817 0.712 0.712 
0.551 0.941 0.941 
0.734 1.225 1.225 
0.284 0.898 0.898 
0.951 2.115 2.115 
0.351 2.100 2.100 
0.418 1.084 1.084 
0.834 1.467 1.467 
0.601 1.149 1.149 
0.818 1.269 1.269 
0.517 1.315 1.315 
0.416 1.052 1.052 
0.235 1.151 1.151 
0.734 0.999 0.999 
0.550 0.877 0.877 
0.567 0.865 0.865 
0.684 1.532 1.532 
0.250 1.094 1.094 
0.451 0.843 0.843 
0.818 2.002 2.002 
0.767 1.062 1.062 
0.300 1.434 1.434 
0.300 1.083 1.083 
0.284 1.401 1.401 
0.216 1.028 1.028 
0.534 0.941 0.941 
0.734 0.700 0.700 
0.784 0.810 0.810 
0.634 0.809 0.809 
0.284 1.029 1.029 
0.700 0.733 0.733 
0.300 0.634 0.634 
0.316 1.160 1.160 
0.285 1.629 1.629 
0.317 0.011 0.011 
0.334 0.011 0.011 
0.366 0.613 0.613 
0.451 1.248 1.248 
0.450 1.083 1.083 
0.384 1.028 1.028 
0.400 0.767 0.767 
0.917 0.985 0.985 
0.768 0.865 0.865 
0.652 0.985 0.985 
0.351 0.580 0.580 
0.368 0.679 0.679 
0.268 0.449 0.449 
0.935 0.624 0.624 
0.768 0.734 0.734 
0.652 0.657 0.657 
0.451 0.810 0.810 
0.333 0.547 0.547 
0.700 0.547 0.547 
1.000 0.712 0.712 
0.334 0.689 0.689 
0.402 1.028 1.028 
0.516 0.941 0.941 
0.267 0.547 0.547 
0.751 0.952 0.952 
0.517 0.909 0.909 
0.984 0.623 0.623 
0.518 1.160 1.160 
0.702 1.423 1.423 
0.334 2.024 2.024 
0.516 0.985 0.985 
0.334 1.007 1.007 
0.817 1.335 1.335 
0.900 1.181 1.181 
0.483 1.149 1.149 
0.751 0.766 0.766 
0.434 1.182 1.182 
0.633 1.685 1.685 
0.868 0.953 0.953 
0.685 1.620 1.620 
0.466 1.073 1.073 
0.435 1.291 1.291 
0.567 0.962 0.962 
0.535 1.215 1.215 
0.484 0.723 0.723 
0.652 0.865 0.865 
0.800 1.117 1.117 
0.550 0.996 0.996 
0.551 1.137 1.137 
0.300 1.564 1.564 
0.218 0.788 0.788 
0.435 1.051 1.051 
0.451 0.887 0.887 
0.733 1.280 1.280 
0.968 1.170 1.170 
0.951 1.127 1.127 
0.567 1.685 1.685 
0.400 1.214 1.214 
0.818 0.930 0.930 
0.816 0.886 0.886 
0.801 0.919 0.919 
0.800 0.613 0.613 
0.284 0.864 0.864 
0.751 0.898 0.898 
0.568 0.613 0.613 
0.368 0.766 0.766 
0.285 0.942 0.942 
0.868 0.799 0.799 
0.349 0.656 0.656 
0.334 0.908 0.908 
0.734 0.799 0.799 
0.919 0.558 0.558 
0.618 0.602 0.602 
0.766 0.865 0.865 
0.333 0.832 0.832 
0.968 0.722 0.722 
0.634 0.689 0.689 
0.751 0.745 0.745 
<><><><><><><><> 
Response (Std deviation):  2.21 
RT (mean):  1.10 
Consistency:  0.86 
<><><><><><><><> 
End: 06-Feb-2014 18:05:11 
