<><><><><><><><> 
Begin: 13-Mar-2014 16:21:26 
0.583 0.848 0.848 
0.316 1.602 1.602 
0.834 1.955 1.955 
0.283 1.612 1.612 
0.434 1.316 1.316 
0.400 1.485 1.485 
0.634 2.139 2.139 
0.284 2.295 2.295 
0.534 3.303 3.303 
0.284 1.132 1.132 
0.300 2.635 2.635 
0.835 0.997 0.997 
0.434 2.489 2.489 
0.685 2.643 2.643 
0.967 1.515 1.515 
0.551 1.307 1.307 
0.768 1.066 1.066 
0.817 2.499 2.499 
0.550 3.103 3.103 
0.734 3.528 3.528 
0.284 2.160 2.160 
0.951 1.906 1.906 
0.351 1.001 1.001 
0.418 1.523 1.523 
0.835 1.270 1.270 
0.600 2.269 2.269 
0.818 1.121 1.121 
0.517 1.181 1.181 
0.417 1.198 1.198 
0.234 3.515 3.515 
0.734 1.627 1.627 
0.551 1.008 1.008 
0.568 3.446 3.446 
0.684 1.750 1.750 
0.250 1.475 1.475 
0.450 1.721 1.721 
0.818 2.003 2.003 
0.767 1.464 1.464 
0.300 1.752 1.752 
0.300 1.036 1.036 
0.284 3.480 3.480 
0.216 2.654 2.654 
0.534 3.367 3.367 
0.733 2.081 2.081 
0.784 2.651 2.651 
0.634 1.493 1.493 
0.283 1.977 1.977 
0.717 0.922 0.922 
0.300 1.655 1.655 
0.317 1.449 1.449 
0.284 2.426 2.426 
0.317 3.085 3.085 
0.334 3.409 3.409 
0.367 0.802 0.802 
0.450 1.723 1.723 
0.450 1.032 1.032 
0.383 2.009 2.009 
0.400 0.985 0.985 
0.918 1.521 1.521 
0.768 0.851 0.851 
0.651 0.946 0.946 
0.351 0.865 0.865 
0.368 1.238 1.238 
0.267 1.198 1.198 
0.935 0.631 0.631 
0.769 0.552 0.552 
0.651 1.028 1.028 
0.450 1.775 1.775 
0.334 2.387 2.387 
0.701 2.610 2.610 
1.001 1.369 1.369 
0.334 3.848 3.848 
0.417 1.731 1.731 
0.518 2.500 2.500 
0.267 1.201 1.201 
0.750 1.032 1.032 
0.533 1.834 1.834 
0.984 2.636 2.636 
0.518 0.972 0.972 
0.700 2.607 2.607 
0.334 1.378 1.378 
0.516 1.258 1.258 
0.334 1.301 1.301 
0.818 1.623 1.623 
0.901 0.938 0.938 
0.484 2.074 2.074 
0.751 1.473 1.473 
0.434 1.879 1.879 
0.634 1.118 1.118 
0.869 0.951 0.951 
0.685 1.495 1.495 
0.467 3.372 3.372 
0.450 2.020 2.020 
0.567 0.930 0.930 
0.534 1.340 1.340 
0.484 3.449 3.449 
0.651 3.989 4.302 
0.801 2.052 2.052 
0.550 2.395 2.395 
0.551 0.949 0.949 
0.301 2.252 2.252 
0.217 1.232 1.232 
0.434 2.214 2.214 
0.450 1.221 1.221 
0.734 1.764 1.764 
0.968 0.939 0.939 
0.951 1.632 1.632 
0.567 1.699 1.699 
0.400 1.411 1.411 
0.818 0.968 0.968 
0.818 1.876 1.876 
0.801 0.948 0.948 
0.800 2.235 2.235 
0.284 1.697 1.697 
0.751 2.142 2.142 
0.568 1.497 1.497 
0.367 2.325 2.325 
0.284 2.029 2.029 
0.868 1.915 1.915 
0.350 3.352 3.352 
0.334 1.372 1.372 
0.735 2.806 2.806 
0.918 2.157 2.157 
0.618 2.907 2.907 
0.768 1.461 1.461 
0.333 2.813 2.813 
0.969 1.429 1.429 
0.634 2.014 2.014 
0.751 2.353 2.353 
<><><><><><><><> 
Response (Std deviation):  2.29 
RT (mean):  1.84 
Consistency:  0.80 
<><><><><><><><> 
End: 13-Mar-2014 16:31:10 
