<><><><><><><><> 
Begin: 13-Mar-2014 16:32:12 
0.584 0.993 0.993 
0.317 2.428 2.428 
0.833 0.971 0.971 
0.284 1.399 1.399 
0.434 1.224 1.224 
0.400 1.329 1.329 
0.633 1.739 1.739 
0.284 1.569 1.569 
0.534 2.645 2.645 
0.284 1.263 1.263 
0.300 0.997 0.997 
0.835 1.690 1.690 
0.435 1.812 1.812 
0.685 2.285 2.285 
0.968 2.101 2.101 
0.551 0.997 0.997 
0.751 1.275 1.275 
0.818 1.416 1.416 
0.551 1.784 1.784 
0.734 1.189 1.189 
0.283 1.809 1.809 
0.952 0.633 0.633 
0.350 1.392 1.392 
0.417 1.017 1.017 
0.835 2.522 2.522 
0.601 1.159 1.159 
0.817 0.912 0.912 
0.517 2.288 2.288 
0.417 2.414 2.414 
0.234 1.692 1.692 
0.750 1.331 1.331 
0.550 0.894 0.894 
0.567 1.387 1.387 
0.684 1.272 1.272 
0.250 1.523 1.523 
0.450 1.007 1.007 
0.819 0.964 0.964 
0.766 1.125 1.125 
0.301 1.617 1.617 
0.300 1.378 1.378 
0.284 1.342 1.342 
0.216 1.355 1.355 
0.534 3.789 3.789 
0.734 1.029 1.029 
0.784 1.283 1.283 
0.634 1.789 1.789 
0.284 0.948 0.948 
0.701 1.143 1.143 
0.300 0.781 0.781 
0.316 2.858 2.858 
0.284 1.201 1.201 
0.317 1.552 1.552 
0.334 3.171 3.171 
0.367 1.794 1.794 
0.450 1.392 1.392 
0.451 0.919 0.919 
0.384 1.405 1.405 
0.401 1.305 1.305 
0.918 3.699 3.699 
0.767 1.397 1.397 
0.651 2.328 2.328 
0.351 0.962 0.962 
0.368 1.561 1.561 
0.267 1.309 1.309 
0.934 0.872 0.872 
0.767 1.283 1.283 
0.650 0.732 0.732 
0.450 1.122 1.122 
0.334 1.565 1.565 
0.701 3.448 3.448 
1.001 3.362 3.362 
0.334 1.430 1.430 
0.417 2.668 2.668 
0.518 3.153 3.153 
0.267 0.876 0.876 
0.751 2.550 2.550 
0.533 3.087 3.087 
0.984 1.994 1.994 
0.517 0.938 0.938 
0.702 0.947 0.947 
0.333 1.490 1.490 
0.517 0.782 0.782 
0.334 0.718 0.718 
0.818 0.627 0.627 
0.901 0.909 0.909 
0.484 1.707 1.707 
0.751 0.842 0.842 
0.434 0.876 0.876 
0.634 0.981 0.981 
0.868 0.629 0.629 
0.684 2.102 2.102 
0.468 2.596 2.596 
0.451 2.456 2.456 
0.567 0.767 0.767 
0.534 2.250 2.250 
0.483 1.865 1.865 
0.651 1.919 1.919 
0.801 1.709 1.709 
0.551 1.221 1.221 
0.550 1.102 1.102 
0.301 1.892 1.892 
0.218 1.828 1.828 
0.434 1.523 1.523 
0.451 1.405 1.405 
0.718 2.147 2.147 
0.968 1.116 1.116 
0.952 0.793 0.793 
0.567 0.650 0.650 
0.400 1.947 1.947 
0.818 1.128 1.128 
0.817 1.822 1.822 
0.801 1.894 1.894 
0.801 0.740 0.740 
0.284 1.683 1.683 
0.752 1.459 1.459 
0.583 0.770 0.770 
0.368 0.986 0.986 
0.284 0.816 0.816 
0.868 2.942 2.942 
0.350 1.819 1.819 
0.333 1.586 1.586 
0.735 0.253 0.253 
0.918 1.725 1.725 
0.618 0.789 0.789 
0.768 2.951 2.951 
0.333 1.162 1.162 
0.967 1.707 1.707 
0.634 1.492 1.492 
0.751 0.937 0.937 
<><><><><><><><> 
Response (Std deviation):  2.23 
RT (mean):  1.70 
Consistency:  0.88 
<><><><><><><><> 
End: 13-Mar-2014 16:41:22 
