<><><><><><><><> 
Begin: 11-Mar-2014 14:51:21 
0.584 0.611 0.611 
0.318 1.463 1.463 
0.834 1.360 1.360 
0.284 1.834 1.834 
0.434 1.199 1.199 
0.400 1.250 1.250 
0.634 1.211 1.211 
0.283 0.886 0.886 
0.533 1.010 1.010 
0.283 1.090 1.090 
0.300 1.710 1.710 
0.834 0.936 0.936 
0.434 2.032 2.032 
0.685 1.285 1.285 
0.968 0.613 0.613 
0.551 3.454 3.454 
0.767 0.574 0.574 
0.817 1.436 1.436 
0.551 1.063 1.063 
0.734 1.926 1.926 
0.284 0.684 0.684 
0.952 0.913 0.913 
0.351 1.203 1.203 
0.417 1.766 1.766 
0.834 1.548 1.548 
0.601 0.802 0.802 
0.817 0.890 0.890 
0.517 1.175 1.175 
0.417 0.565 0.565 
0.234 0.555 0.555 
0.735 1.283 1.283 
0.551 1.396 1.396 
0.567 1.266 1.266 
0.684 0.851 0.851 
0.251 1.552 1.552 
0.451 0.718 0.718 
0.818 1.173 1.173 
0.768 0.711 0.711 
0.300 0.527 0.527 
0.300 1.364 1.364 
0.283 0.841 0.841 
0.216 0.476 0.476 
0.534 0.505 0.505 
0.734 1.382 1.382 
0.784 0.895 0.895 
0.634 0.503 0.503 
0.283 1.932 1.932 
0.701 0.541 0.541 
0.300 0.796 0.796 
0.316 2.386 2.386 
0.284 1.099 1.099 
0.318 0.754 0.754 
0.334 1.130 1.130 
0.366 2.167 2.167 
0.450 1.668 1.668 
0.451 0.866 0.866 
0.383 1.235 1.235 
0.401 1.789 1.789 
0.918 1.713 1.713 
0.767 0.856 0.856 
0.652 0.460 0.460 
0.350 0.470 0.470 
0.368 0.644 0.644 
0.266 1.411 1.411 
0.935 1.383 1.383 
0.768 1.055 1.055 
0.651 1.605 1.605 
0.450 1.381 1.381 
0.333 0.898 0.898 
0.701 0.481 0.481 
1.001 1.268 1.268 
0.334 1.176 1.176 
0.417 0.921 0.921 
0.517 0.861 0.861 
0.267 1.391 1.391 
0.751 0.584 0.584 
0.518 0.482 0.482 
0.985 1.014 1.014 
0.518 1.317 1.317 
0.702 1.457 1.457 
0.333 0.551 0.551 
0.501 1.602 1.602 
0.334 0.913 0.913 
0.817 0.450 0.450 
0.902 0.426 0.426 
0.484 0.384 0.384 
0.751 0.345 0.345 
0.434 0.373 0.373 
0.633 0.479 0.479 
0.867 1.500 1.500 
0.683 1.159 1.159 
0.466 1.184 1.184 
0.451 1.181 1.181 
0.568 1.562 1.562 
0.534 1.173 1.173 
0.484 0.937 0.937 
0.651 1.742 1.742 
0.801 0.982 0.982 
0.550 1.156 1.156 
0.551 1.107 1.107 
0.300 1.452 1.452 
0.217 0.794 0.794 
0.434 1.134 1.134 
0.451 1.208 1.208 
0.734 0.959 0.959 
0.968 1.230 1.230 
0.952 1.188 1.188 
0.568 1.187 1.187 
0.400 0.888 0.888 
0.818 0.972 0.972 
0.817 0.998 0.998 
0.801 1.305 1.305 
0.801 2.181 2.181 
0.284 1.747 1.747 
0.751 0.932 0.932 
0.567 1.138 1.138 
0.366 2.109 2.109 
0.284 0.469 0.469 
0.868 0.624 0.624 
0.350 1.145 1.145 
0.334 1.178 1.178 
0.735 1.204 1.204 
0.918 0.886 0.886 
0.617 0.964 0.964 
0.768 1.550 1.550 
0.317 1.968 1.968 
0.968 1.204 1.204 
0.635 1.339 1.339 
0.751 0.947 0.947 
<><><><><><><><> 
Response (Std deviation):  1.94 
RT (mean):  1.33 
Consistency:  0.70 
<><><><><><><><> 
End: 11-Mar-2014 14:59:08 
