<><><><><><><><> 
Begin: 27-Feb-2014 10:55:14 
0.583 0.878 0.878 
0.333 0.705 0.705 
0.834 0.756 0.756 
0.284 0.965 0.965 
0.433 0.854 0.854 
0.400 1.528 1.528 
0.633 1.173 1.173 
0.283 1.613 1.613 
0.534 1.257 1.257 
0.284 0.678 0.678 
0.300 0.921 0.921 
0.834 1.377 1.377 
0.433 1.018 1.018 
0.685 1.771 1.771 
0.967 0.641 0.641 
0.550 1.093 1.093 
0.767 0.738 0.738 
0.817 1.411 1.411 
0.552 0.667 0.667 
0.734 0.546 0.546 
0.283 0.720 0.720 
0.951 0.781 0.781 
0.350 1.098 1.098 
0.418 1.051 1.051 
0.835 1.595 1.595 
0.601 0.791 0.791 
0.817 0.791 0.791 
0.517 0.613 0.613 
0.418 1.115 1.115 
0.234 1.193 1.193 
0.734 0.890 0.890 
0.551 0.694 0.694 
0.567 0.767 0.767 
0.684 1.179 1.179 
0.250 0.985 0.985 
0.450 0.572 0.572 
0.817 0.668 0.668 
0.768 0.963 0.963 
0.300 1.141 1.141 
0.301 1.270 1.270 
0.284 0.717 0.717 
0.217 0.757 0.757 
0.534 0.528 0.528 
0.734 1.067 1.067 
0.784 0.812 0.812 
0.634 0.635 0.635 
0.284 1.392 1.392 
0.717 1.301 1.301 
0.300 0.975 0.975 
0.317 0.793 0.793 
0.284 0.826 0.826 
0.316 1.380 1.380 
0.334 1.009 1.009 
0.367 0.778 0.778 
0.451 0.741 0.741 
0.451 0.804 0.804 
0.383 0.601 0.601 
0.401 0.801 0.801 
0.918 1.575 1.575 
0.768 1.208 1.208 
0.651 1.247 1.247 
0.350 0.717 0.717 
0.367 0.796 0.796 
0.267 1.745 1.745 
0.934 1.056 1.056 
0.768 0.843 0.843 
0.651 1.507 1.507 
0.451 1.181 1.181 
0.334 0.601 0.601 
0.701 1.160 1.160 
1.001 1.079 1.079 
0.333 0.696 0.696 
0.416 0.696 0.696 
0.516 0.751 0.751 
0.267 0.609 0.609 
0.751 0.529 0.529 
0.533 0.904 0.904 
0.984 0.780 0.780 
0.518 1.314 1.314 
0.701 0.757 0.757 
0.333 0.667 0.667 
0.517 0.646 0.646 
0.334 0.514 0.514 
0.817 0.546 0.546 
0.901 1.383 1.383 
0.483 1.753 1.753 
0.752 1.291 1.291 
0.434 0.889 0.889 
0.633 0.634 0.634 
0.868 0.590 0.590 
0.683 0.718 0.718 
0.467 0.577 0.577 
0.450 1.691 1.691 
0.568 1.321 1.321 
0.549 1.166 1.166 
0.485 1.065 1.065 
0.651 0.696 0.696 
0.801 0.647 0.647 
0.550 0.866 0.866 
0.551 1.371 1.371 
0.300 0.879 0.879 
0.218 0.537 0.537 
0.434 0.951 0.951 
0.452 1.716 1.716 
0.734 1.224 1.224 
0.967 0.565 0.565 
0.951 0.596 0.596 
0.568 0.847 0.847 
0.400 0.720 0.720 
0.818 1.087 1.087 
0.817 0.770 0.770 
0.801 0.468 0.468 
0.801 0.528 0.528 
0.283 0.648 0.648 
0.751 0.455 0.455 
0.583 1.153 1.153 
0.368 0.575 0.575 
0.284 0.744 0.744 
0.867 0.691 0.691 
0.350 0.861 0.861 
0.334 1.082 1.082 
0.735 0.868 0.868 
0.918 0.981 0.981 
0.618 0.885 0.885 
0.768 1.005 1.005 
0.334 1.149 1.149 
0.968 0.887 0.887 
0.634 0.650 0.650 
0.751 0.924 0.924 
<><><><><><><><> 
Response (Std deviation):  2.54 
RT (mean):  0.96 
Consistency:  0.93 
<><><><><><><><> 
End: 27-Feb-2014 11:01:33 
