<><><><><><><><> 
Begin: 27-Feb-2014 10:48:08 
0.585 0.985 0.985 
0.317 0.756 0.756 
0.833 0.695 0.695 
0.284 0.906 0.906 
0.434 0.711 0.711 
0.400 0.623 0.623 
0.633 1.045 1.045 
0.283 1.227 1.227 
0.534 1.055 1.055 
0.284 1.200 1.200 
0.300 1.128 1.128 
0.834 0.738 0.738 
0.434 1.171 1.171 
0.684 0.710 0.710 
0.968 0.717 0.717 
0.552 1.711 1.711 
0.768 1.269 1.269 
0.817 1.243 1.243 
0.551 0.753 0.753 
0.734 1.634 1.634 
0.283 1.385 1.385 
0.951 1.506 1.506 
0.351 1.318 1.318 
0.418 1.212 1.212 
0.850 1.223 1.223 
0.601 1.130 1.130 
0.818 0.751 0.751 
0.517 1.471 1.471 
0.418 1.159 1.159 
0.233 1.418 1.418 
0.734 1.760 1.760 
0.551 0.768 0.768 
0.567 1.225 1.225 
0.684 0.780 0.780 
0.251 0.813 0.813 
0.450 0.801 0.801 
0.818 1.219 1.219 
0.767 1.494 1.494 
0.300 0.680 0.680 
0.300 1.262 1.262 
0.284 1.593 1.593 
0.217 1.021 1.021 
0.534 0.730 0.730 
0.734 0.685 0.685 
0.785 0.566 0.566 
0.634 0.623 0.623 
0.284 0.755 0.755 
0.716 0.897 0.897 
0.300 0.886 0.886 
0.316 0.756 0.756 
0.284 1.736 1.736 
0.317 1.150 1.150 
0.335 0.610 0.610 
0.367 0.768 0.768 
0.452 1.414 1.414 
0.451 1.012 1.012 
0.383 0.613 0.613 
0.400 0.664 0.664 
0.918 1.619 1.619 
0.767 1.160 1.160 
0.651 0.674 0.674 
0.350 0.752 0.752 
0.368 0.753 0.753 
0.267 0.875 0.875 
0.935 1.228 1.228 
0.768 0.583 0.583 
0.651 0.828 0.828 
0.450 0.671 0.671 
0.333 0.751 0.751 
0.701 0.738 0.738 
1.001 0.920 0.920 
0.333 1.107 1.107 
0.416 0.929 0.929 
0.517 1.079 1.079 
0.267 0.705 0.705 
0.751 0.640 0.640 
0.517 1.121 1.121 
0.985 0.610 0.610 
0.533 0.755 0.755 
0.701 1.540 1.540 
0.334 1.569 1.569 
0.501 1.216 1.216 
0.334 1.005 1.005 
0.818 0.768 0.768 
0.902 0.910 0.910 
0.484 0.958 0.958 
0.750 1.237 1.237 
0.434 1.004 1.004 
0.633 0.801 0.801 
0.868 1.389 1.389 
0.685 0.937 0.937 
0.467 2.097 2.097 
0.450 1.280 1.280 
0.567 1.533 1.533 
0.534 0.918 0.918 
0.484 0.767 0.767 
0.651 1.355 1.355 
0.801 1.099 1.099 
0.550 0.681 0.681 
0.551 0.981 0.981 
0.300 1.873 1.873 
0.217 1.105 1.105 
0.433 0.968 0.968 
0.450 0.699 0.699 
0.734 0.837 0.837 
0.968 0.527 0.527 
0.950 0.581 0.581 
0.568 0.548 0.548 
0.400 1.028 1.028 
0.817 0.780 0.780 
0.816 0.787 0.787 
0.800 1.683 1.683 
0.800 1.184 1.184 
0.284 0.822 0.822 
0.750 0.934 0.934 
0.568 1.038 1.038 
0.366 1.270 1.270 
0.284 1.223 1.223 
0.867 1.054 1.054 
0.350 1.112 1.112 
0.334 0.865 0.865 
0.734 1.380 1.380 
0.918 1.325 1.325 
0.618 1.432 1.432 
0.769 0.755 0.755 
0.333 1.149 1.149 
0.967 1.308 1.308 
0.634 0.944 0.944 
0.751 1.383 1.383 
<><><><><><><><> 
Response (Std deviation):  2.54 
RT (mean):  1.03 
Consistency:  0.93 
<><><><><><><><> 
End: 27-Feb-2014 10:54:37 
